100041085	1.53343	3.14575	1.41746	0.839466	1.05173	1.38821	4.57501	2.30755	1.41346	1.04306	0.756248	2.68463	0.703577	0.582275	0.911694	0.406658	1.98629	4.6941	3.69621	0.271255
100041515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100042802	0	0	0	0	0	0	0	0	0	0	0	0.0314273	0	0	0	0	0	0.0575082	0	0
100043387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307536	0	0	0	0	0
100043580	0.99491	0.804403	1.0829	0.470037	1.09326	0.46989	1.14342	1.6296	0.856065	0.973368	1.1237	2.18701	1.01417	1.245	0.882093	1.86363	0.826797	1.85894	1.30493	1.38577
1010001N08Rik	0	0.0753296	0.0519131	0.0244911	0	0	0	0.0239385	0	0	0	0	0	0.04062	0.0746689	0.0263462	0	0	0	0
1100001E04Rik	0	0	0	0	0	0	0	0.0301089	0	0	0	0	0	0	0	0	0.0443088	0.416759	0.014947	0
1100001G20Rik	0	0.155543	0	0	0.191775	0.362979	0	0.152504	0.167182	0.209138	0	0	0	0.127934	0	0	0	0	0	0
1110001A16Rik	11.7471	12.6893	10.8158	8.20815	10.2131	12.2153	11.8738	12.2808	10.7796	10.2678	8.58618	12.045	9.74234	9.23301	9.82297	10.0481	12.009	14.5786	12.289	12.1857
1110002B05Rik	95.4327	91.3995	95.0242	111.79	100.145	104.091	90.2609	100.402	106.106	105.913	106.653	95.8073	105.069	105.18	97.0895	86.945	105.553	93.082	88.2385	103.93
1110002L01Rik	4.33252	5.10892	4.96444	4.40389	4.58132	4.53241	5.13403	4.44549	4.19581	4.37097	4.07246	4.12023	4.33962	4.13847	5.04423	4.79366	4.45733	4.77187	5.23659	4.36505
1110002N22Rik	5.2571	6.08962	4.51631	4.88251	5.20339	5.10527	7.12027	5.01941	5.8951	5.81728	5.46432	6.8666	5.15745	5.87652	4.81252	4.62852	5.87366	8.70421	7.10415	5.16303
1110003E01Rik	55.5494	53.6866	57.2025	57.6622	57.235	55.7136	47.7218	47.7458	51.9718	55.2294	55.3264	53.7381	56.8588	57.8687	59.408	60.9066	56.7331	48.9692	52.721	61.3794
1110004E09Rik	12.2923	15.6377	12.3638	12.1777	14.3941	13.8153	14.7036	16.0038	14.1846	12.7476	13.398	13.4885	11.1374	11.8789	11.4259	12.8884	11.4145	15.361	13.262	12.8467
1110004F10Rik	50.0589	52.4665	50.0326	55.2461	51.1932	54.3079	50.9522	50.5232	52.4284	55.956	52.2716	52.0346	50.6193	51.7725	52.1755	57.3499	53.6558	51.7324	46.0609	59.5068
1110005A03Rik	15.7653	18.9796	17.2542	13.4128	14.1702	14.6502	17.8075	17.6064	16.9754	16.1634	15.5763	15.7056	15.1226	15.8179	15.7112	19.7333	15.6242	17.2821	16.1334	15.9323
1110006O24Rik	1.90561	1.83391	2.05057	2.00072	1.7224	2.22851	1.76373	1.55449	1.94987	1.62735	1.9197	1.99215	1.6494	2.14926	1.60765	1.77593	1.98756	2.32123	2.16761	1.79391
1110007A13Rik	13.9496	11.9439	14.3041	14.1513	15.138	15.4337	14.1976	13.473	14.0001	14.7504	15.5587	14.2815	15.1447	15.0169	15.4255	16.2053	14.5887	12.404	13.5091	15.5458
1110007C09Rik	28.3158	28.2982	27.5707	27.6351	27.3452	27.1504	29.5539	26.0326	26.1654	24.1056	23.1005	23.7568	24.4353	23.6959	22.9292	21.0931	21.9015	24.3682	29.9961	24.8617
1110007L15Rik	34.1757	29.5354	33.2414	31.6278	30.9259	31.179	32.1982	33.5665	37.3397	36.5504	37.2646	37.1114	32.888	35.7355	34.2051	38.9637	34.7279	28.2984	29.5197	45.9269
1110008E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	22.0547	23.8777	24.5463	23.47	23.1595	25.2549	29.2486	24.2905	21.6191	25.0784	21.0776	22.373	23.4211	26.0124	22.8271	23.2916	21.5467	25.0616	27.4736	20.4588
1110008J03Rik	7.22906	7.04559	5.93586	5.471	6.01301	5.56822	6.00741	6.75881	6.14031	4.82397	3.25577	4.79494	4.54287	5.59863	5.79196	4.34867	6.0608	7.414	7.07489	5.93132
1110008L16Rik	2.42358	3.49744	2.54749	2.29982	2.1169	2.48673	2.75032	2.87302	2.55243	2.35106	2.42867	3.1593	1.93347	2.16572	2.31904	1.95481	2.74698	3.84863	3.6385	2.11656
1110008P14Rik	34.6402	38.9857	38.6273	27.0139	33.5001	31.68	41.9707	34.3174	30.1313	32.2056	28.9284	34.4236	28.2444	35.4312	37.9205	37.601	33.5985	36.3059	37.8503	34.8283
1110012D08Rik	6.57595	5.03809	6.17958	6.56626	7.63231	5.45178	5.62247	5.8342	5.45239	6.18324	6.88491	5.66874	6.05281	5.72903	5.9031	6.44687	5.95228	5.86498	5.43517	6.01135
1110012J17Rik	13.416	11.2438	17.3004	11.6482	11.8513	10.3735	10.9635	13.1051	16.21	16.3524	17.3329	17.0331	14.3568	16.2132	16.1576	16.8841	12.6934	8.81285	9.40967	19.6244
1110012L19Rik	15.3308	16.2987	13.5413	14.4198	14.5736	15.8859	14.5553	15.7657	15.5224	16.89	14.526	15.9551	15.3609	15.8705	14.5029	19.9757	14.5198	16.3407	15.2415	16.6571
1110014N23Rik	14.9634	15.5443	15.4559	16.0983	13.9279	15.5298	16.9631	14.7105	15.8642	14.9682	15.3829	14.9083	16.0725	16.3725	14.3027	17.0364	13.8918	13.7124	14.2552	16.6267
1110015M06Rik	0.747159	0.248499	0.183545	0.207691	0.307419	0.124516	0.154778	0.135675	0.45069	0.238641	0.277405	0.330437	0.539068	0.0862561	0.211356	0.33546	0.331481	0.332535	0.403667	0.0639412
1110017D15Rik	0.17528	0.18883	0.24643	0.0920377	0.0583778	0.182498	0.154484	0.0452148	0.253225	0.26623	0.414016	0.369241	0.271695	0.141188	0.187601	0.164569	0.296484	0.135774	0.225755	0.0719119
1110017F19Rik	2.65907	8.2643	2.67937	0.698017	2.5886	5.28038	5.77303	4.75758	2.22067	2.55557	0.863142	2.77797	0.444493	1.74466	3.50596	0.752996	3.75665	10.8619	8.53581	0.248822
1110018G07Rik	11.8	13.2405	12.302	12.7257	12.8973	13.0868	11.0606	12.8586	12.3522	13.2431	12.395	11.1483	11.9162	12.5813	12.6738	12.9335	11.7117	11.9469	11.5627	12.956
1110018H23Rik	0	0	0	0	0	0	0.0370212	0.0324439	0.0359298	0.0685086	0	0	0	0	0	0	0	0	0	0
1110018J18Rik	35.7878	37.5452	37.4756	39.3381	37.3969	45.8857	33.6174	41.3834	40.7631	38.175	36.5285	32.4247	39.4567	40.902	45.6885	34.5893	37.4444	34.781	35.7921	42.3542
1110020A21Rik	1.67765	2.06619	1.87124	1.3238	1.67607	1.28284	1.59966	2.66931	2.4686	1.11858	1.35032	1.08685	0.869694	1.67969	1.86361	1.82223	1.26668	1.65496	0.921929	1.46011
1110020C17Rik	0	0.0444995	0	0	0	0	0	0	0	0	0.0386796	0.04148	0.0398134	0	0	0.140251	0	0	0	0
1110020G09Rik	10.7755	17.5292	7.97701	5.65536	8.88916	13.1072	19.2127	13.125	8.51337	7.00455	4.59239	9.07825	5.83158	5.06704	7.14387	4.2676	11.274	20.793	17.7563	4.33933
1110020P15Rik	256.87	416.502	256.36	188.863	253.07	314.054	404.794	328.544	260.438	234.357	206.069	304.546	197.015	219.051	223.184	185.104	260.132	432.041	433.144	182.676
1110021J02Rik	14.2884	13.2502	15.4136	13.5101	12.739	12.7423	11.2541	13.1689	13.9878	12.4806	12.7831	10.5653	14.3051	14.6942	14.3205	15.8324	12.1059	10.0429	11.391	13.7992
1110021L09Rik	6.59375	6.83755	6.85534	5.16054	7.62107	6.72364	7.20258	7.52721	5.72645	6.27712	5.56961	5.63544	5.79954	6.91289	6.65402	6.20719	6.11285	6.18631	7.05514	6.36987
1110028C15Rik	5.9932	7.34376	7.2397	6.10088	7.99385	8.01228	8.2477	6.45439	6.40837	5.75014	6.88635	7.71374	6.77814	7.62885	8.31104	7.045	8.05094	9.35779	10.8766	7.83048
1110028F11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171112	0	0	0	0	0	0
1110031I02Rik	14.0808	13.9583	13.2299	10.8459	12.8842	12.7621	15.3573	11.919	12.8381	12.4643	12.3819	14.4417	12.0721	13.4417	13.5698	13.9175	13.0348	14.9838	15.2548	15.7748
1110032A03Rik	16.203	17.9225	20.2918	16.4705	18.3365	20.9245	19.1596	17.8436	18.3812	20.6564	17.4629	22.0693	18.1323	20.0446	19.1012	22.0068	17.8297	21.9104	21.7	22.5614
1110032A04Rik	0	0.0284159	0.0293752	0	0.0345129	0.0997111	0	0.081365	0	0.0573168	0.0493086	0.158592	0	0.0229899	0	0.029835	0	0.024176	0.0807264	0
1110032A13Rik	30.3141	30.6949	30.1978	38.2596	33.8932	33.5563	30.2052	29.4553	30.8232	31.9429	37.4774	32.7592	34.1786	33.9354	29.2498	34.6489	31.8117	28.6606	27.8635	33.0756
1110032F04Rik	0	0.0188183	0.0583469	0	0	0	0	0	0.0198657	0	0	0.0174699	0	0	0	0	0.0175672	0	0.0177857	0
1110034A24Rik	1.72802	2.12957	2.67523	2.16702	2.49944	2.08261	2.63823	2.23704	2.28672	2.33243	2.11551	2.40287	2.12521	2.40348	2.47312	2.1179	1.64521	2.51211	2.30751	3.08378
1110034B05Rik	6.50166	6.30647	6.59633	5.62528	6.62612	5.90363	7.02641	6.48364	6.70988	6.65758	7.41264	6.84562	6.41106	6.5179	7.62947	6.88738	6.22223	6.04617	6.18876	6.22597
1110034G24Rik	7.43441	5.93579	7.17265	7.10044	6.57491	7.70672	5.79248	6.36252	6.31554	6.86689	6.92079	7.06588	7.11956	7.51778	7.60145	8.76817	6.70254	6.08262	6.24499	7.95518
1110035M17Rik	1.14517	0.810785	0.840563	2.70462	1.28669	1.75811	1.39658	0.225186	1.36227	2.18025	0.710994	0.764461	1.8897	1.1374	0.811228	0.611309	2.16574	1.19444	1.77831	1.90052
1110036O03Rik	11.0796	10.4344	11.5827	13.103	12.3203	11.3631	7.72213	8.22891	10.9982	10.4768	10.3622	9.37778	11.9099	12.6298	11.9236	13.8466	10.882	8.76365	9.97411	11.8678
1110037F02Rik	8.81679	8.19475	10.1294	8.83695	9.00695	8.68633	8.28516	8.92383	9.48896	9.32983	9.51758	9.24289	9.21471	9.18982	8.95264	8.20207	9.13891	8.57884	8.84	8.60917
1110038B12Rik	8.30068	7.22062	7.77587	5.55732	7.54504	6.80675	12.7408	7.27756	6.3999	7.2527	7.37802	12.1541	5.55107	8.37341	8.2607	6.30011	10.9855	14.1201	10.8153	8.92088
1110038D17Rik	10.563	13.4302	10.679	9.14414	9.08037	11.4076	18.2969	12.0713	10.818	9.64034	10.027	14.5995	10.5845	9.86099	9.26621	9.49898	13.4025	20.939	17.1634	8.81874
1110038F14Rik	31.026	30.0423	30.3289	33.0497	33.4488	27.5517	27.4004	26.7928	30.9156	29.5465	33.9379	29.8678	32.3458	33.6188	28.938	36.6453	29.9522	24.6315	22.3792	29.5482
1110049B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.0145154	0.0131747	0	0	0	0	0	0
1110049F12Rik	24.1204	22.3725	25.5104	28.2558	26.3785	26.5042	25.3838	24.1874	24.6339	26.0154	27.3743	28.3046	26.046	31.0142	26.2351	30.9009	24.1411	22.7097	23.2136	34.7797
1110051M20Rik	9.48878	8.81067	9.72694	9.66474	9.14243	10.1863	9.46058	8.49457	10.0732	10.0335	8.89526	10.2516	8.9232	10.2756	8.70851	11.8108	8.97133	9.46828	9.46851	10.548
1110054M08Rik	4.70677	5.15821	4.67151	3.83209	5.10084	4.1442	4.43662	3.90526	3.62916	4.0744	3.20245	4.88387	3.70541	2.72563	3.33692	3.18795	2.46956	6.27995	5.15546	3.61592
1110054O05Rik	9.10867	7.88987	9.72237	9.17902	8.62381	8.0961	8.50655	9.04911	8.95301	8.93632	9.41157	8.86683	9.12784	9.0069	9.37496	8.81908	7.99018	7.29759	8.14135	9.95709
1110057K04Rik	18.6147	18.6019	19.0583	17.3495	17.9436	16.58	18.4234	17.7804	20.4395	16.5937	17.9802	17.8548	17.7548	19.5443	20.2108	22.7282	16.8501	17.378	18.6695	21.9674
1110058L19Rik	22.6171	22.7521	19.0343	17.2969	20.2144	22.0802	21.5394	21.8976	20.0412	20.4132	14.7585	20.944	15.7025	19.7636	17.198	18.4393	22.4067	26.3106	24.6613	18.348
1110059E24Rik	14.9688	15.1579	14.5679	16.3798	14.119	15.9291	13.8787	13.4609	15.8859	18.1975	15.9792	16.1347	17.172	16.4078	14.6519	17.226	16.5516	15.6113	13.5188	17.6343
1110059G10Rik	5.43206	4.72729	4.94385	5.90413	5.44627	5.79544	4.92812	4.98394	5.63338	5.28355	5.1542	5.1647	5.19472	5.4975	5.25862	6.06125	5.48927	5.35865	4.47815	5.57315
1110059M19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110065P20Rik	42.5127	39.5523	46.2414	39.969	45.399	39.9826	37.9662	39.8874	42.766	44.3646	42.8407	52.443	48.969	54.8605	45.5279	58.787	44.9122	37.1229	44.5544	57.2973
1110067D22Rik	41.8513	39.4036	47.835	44.3727	43.0273	42.066	48.2235	53.7783	56.4454	50.4974	60.0905	51.5287	43.1683	49.8271	50.7792	55.0539	43.2843	29.3464	31.5088	73.3023
1190002A17Rik	0.318107	0.0321154	0.166029	0.15659	0.19867	0.112652	0.0699947	0.153315	0.271695	0.21589	0.362345	0.268896	0.286693	0.181998	0.0637133	0.337123	0.149932	0.082014	0.182495	0.14454
1190002H23Rik	0.662148	1.72425	1.35365	0.347624	0.808554	1.45924	1.36324	1.713	0.631012	1.67872	0.776645	3.05553	0.586742	1.06267	0.88716	1.37558	0.944156	0.863071	0.848266	1.18226
1190002N15Rik	10.7191	10.4589	12.8342	10.2518	12.1428	12.768	9.82296	11.408	11.7422	12.0954	9.75296	11.496	10.3627	12.1873	11.8664	10.5985	13.4361	11.5305	11.8859	13.5877
1190003J15Rik	0	0.172382	0.0892718	0.167854	0.106475	0.100687	0.377124	0	0.183592	0.115884	0.0753055	0.566161	0	0	0	0	0.644351	0.516739	0.987869	0
1190005F20Rik	8.73104	9.41156	12.0927	9.5536	10.8617	9.56201	14.4198	11.9861	9.91537	8.76941	7.85512	11.1143	10.322	11.394	13.3357	9.90855	8.63309	10.1608	13.5473	10.9183
1190005I06Rik	0.383836	1.31886	0.722975	0.528918	0.479303	1.08768	0.848104	1.12192	0.990375	0.782294	0.406258	0.654292	0.418968	0.631732	0.54121	1.06187	1.23228	0.995696	1.10997	0.421868
1190007F08Rik	43.7634	33.7793	51.1569	46.4845	50.8789	45.1183	47.2214	40.0109	46.5953	49.2326	52.4948	53.8233	56.9369	56.3375	56.8081	60.2557	48.0983	43.3456	43.7804	66.1702
1190007I07Rik	8.94408	8.35233	7.42328	5.78748	8.7464	6.81073	7.65674	8.46218	6.87821	7.14798	6.28205	8.0548	7.4194	6.96167	7.18448	8.8898	8.61142	9.50582	11.9604	7.53089
1200009I06Rik	10.8606	8.80169	7.75031	8.39386	5.0188	5.68675	10.1552	12.0617	13.4809	8.19918	14.6203	9.97291	8.02586	7.29782	8.30868	9.85204	6.49296	6.09259	7.05431	7.63766
1200009O22Rik	10.47	7.54701	9.94875	11.7966	7.3856	10.8728	11.8814	11.9029	14.1441	11.3868	12.8876	14.0554	11.5747	8.39645	8.955	11.8145	7.13436	4.52028	6.11029	9.14167
1200011I18Rik	10.4957	10.105	9.47651	11.0066	10.3505	9.77911	8.87019	10.0923	10.7625	10.4272	10.86	8.96555	10.6947	10.6937	10.4097	8.77153	9.75413	9.66428	8.7693	10.2801
1200011M11Rik	6.82228	6.60963	7.84558	6.73903	7.27864	6.80768	7.53437	6.72665	7.00534	7.2151	8.35438	7.99672	7.41885	8.18919	7.91565	6.30603	7.39265	7.10788	7.11489	7.49789
1200014J11Rik	4.22388	3.58123	4.03906	5.02359	4.5909	4.52068	4.13939	4.25178	4.56927	4.39847	4.6158	4.4456	5.06593	4.55802	5.03458	4.27707	4.50548	4.16738	3.99819	4.79745
1200014M14Rik	7.87477	6.48474	7.56982	8.70866	7.24174	7.82534	6.9551	7.22612	8.08112	7.71651	7.41583	7.09124	7.55011	7.87766	8.03897	7.54803	7.48895	7.12659	6.54545	7.77333
1200016B10Rik	4.52432	4.60149	4.48618	4.70519	5.7766	4.86505	6.70527	5.51274	5.05959	4.32527	4.83959	4.91886	5.08809	4.388	5.10881	4.85145	4.90184	5.89595	5.76886	5.01676
1300001I01Rik	18.2067	20.5815	13.888	11.0156	13.2098	15.0297	30.3679	22.6507	18.3531	14.8022	13.8506	17.7672	12.3909	12.1445	14.0609	13.0014	16.6065	25.7183	24.1269	13.9651
1300002E11Rik	4.53246	3.85952	3.87776	3.14019	3.78572	3.48321	3.0667	4.11482	3.32476	3.04332	3.66571	3.55509	3.02978	3.66715	3.66239	4.59247	3.71481	3.76624	4.03558	3.63212
1300002K09Rik	0.081945	0.185238	0.0546891	0.0387284	0.0491365	0.0154755	1.23837	0.0754941	0.0977029	0.0444719	0.0687403	0.429533	0.0706284	0.0320577	0.0130993	0.0138719	0.247011	0.62939	0.337349	0
1300003B13Rik	4.07131	4.14608	3.87501	3.56141	3.88469	4.05695	4.85486	4.16553	4.28836	4.26391	3.44836	3.61765	4.16133	3.13633	3.50081	3.88006	4.10157	5.2215	4.57262	2.96675
1300010F03Rik	21.0612	22.5231	25.4574	19.8403	22.1778	19.7855	28.8861	24.3307	23.8825	24.0823	24.6157	26.376	19.2015	22.8736	22.5308	23.3257	23.7502	28.1527	25.7376	26.8994
1300014I06Rik	36.7915	24.6756	48.4695	38.8272	41.8491	37.3465	37.6774	36.8265	42.1236	43.5626	42.664	43.0872	43.5619	56.4777	50.2917	54.289	37.7364	25.2756	30.9235	62.9542
1300015D01Rik	0	0	0	0	0	0.016079	0	0.0130746	0	0	0	0	0	0	0.013611	0	0	0	0	0.0123404
1300017J02Rik	0	0	0	0	0	0.0251353	0.0234048	0.04095	0.0226976	0.0144484	0.0372591	0.0199618	0	0	0	0.0225463	0	0.0182741	0	0
1300018I17Rik	10.8079	11.0731	10.8867	8.86922	8.95056	10.6326	13.2276	11.1183	11.2101	8.91593	10.0898	8.88978	11.5611	9.20041	9.36605	12.6332	11.2616	11.1682	11.7443	11.8031
1300018J18Rik	9.75272	9.7765	11.2156	9.11333	9.05553	9.7654	10.7128	9.09511	9.34102	9.72602	8.16847	8.71397	9.68534	10.2925	10.014	9.64781	9.3969	10.2443	9.92658	9.80651
1500001M20Rik	5.76766	7.21346	7.13698	5.54691	6.42789	6.38982	7.72112	6.77717	5.93236	6.32496	6.27028	6.76609	6.25376	6.50324	6.63066	5.0837	7.61524	8.32625	8.29081	6.30338
1500002F19Rik	1.6031	2.18725	1.76171	2.1301	2.00177	1.60891	2.03736	2.11028	1.89681	1.96051	1.69759	1.06336	1.45921	2.30982	1.93829	2.21813	2.42226	1.45616	2.08738	2.13027
1500002O20Rik	13.7187	12.5035	14.7603	13.8012	13.4108	12.2107	13.2336	11.4106	13.0194	11.428	13.9374	12.8561	14.1319	13.3017	11.6724	13.1854	11.898	11.5825	13.1713	15.4762
1500003O03Rik	71.3037	77.5976	69.6565	67.1885	67.1878	73.5136	74.8215	69.164	67.4803	67.7968	65.7136	70.5619	64.4122	71.0768	70.3157	71.0393	74.5832	84.2132	75.1739	72.7612
1500004A13Rik	0.162809	0.184016	0.13582	0.166716	0.162708	0.107614	0.200264	0.187486	0.291171	0.132535	0.147953	0.134103	0.128629	0.0849221	0.221216	0.261826	0.196305	0.223297	0.173765	0.235954
1500009C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	2.21325	2.1805	1.98471	2.63585	1.94176	3.1608	1.95002	1.7948	2.30934	2.84366	2.69106	3.98322	3.90113	1.98	2.81513	3.4818	1.34396	1.22664	1.0344	2.28069
1500010J02Rik	7.4361	6.06175	7.39789	6.95121	6.83057	6.93163	6.18697	5.7406	6.22625	6.22942	6.64886	6.66979	6.79725	7.02167	5.92208	7.35079	6.51114	6.54363	6.87032	7.09837
1500011B03Rik	22.4272	25.0228	15.6451	14.1447	16.2091	14.9677	16.9291	21.2983	18.618	9.12275	17.6474	11.2995	15.0077	9.10897	8.01971	13.0928	26.6204	19.1667	19.5997	16.12
1500011H22Rik	15.5325	16.6439	18.3507	18.2949	17.408	17.3486	16.26	15.3392	15.8007	16.728	16.4323	16.6604	16.9239	17.8995	16.2225	15.7764	14.7814	15.9271	16.2852	16.9545
1500011K16Rik	32.6043	33.8351	33.1776	31.4912	31.3851	34.7253	34.2662	34.4729	31.0662	35.5715	32.6091	33.7161	32.9951	33.4932	34.9189	37.9143	27.5704	29.273	31.574	38.0777
