0	0	0	1	1	1
Pcdhb5	0.02	0.08	0.02	0.12	0.1	0.05
Sstr5	0	0	0	0.06	0	0
Ptgs1	13.31	13.37	13.66	12.07	12.47	10.6
Coasy	68.94	64.75	83.73	46.66	77.23	79.96
Ptpn7	0.05	0.14	0.29	2.78	1.39	0.27
Fez2	25.28	27.13	27.89	25.74	29.04	27.74
Gm46911	45.85	37.89	30.12	76.84	58.25	45.88
Rnf44	35.53	33.51	33.52	29.14	33.14	31.41
Kcnk12	0	0	0	0.08	0.15	0
Mrps24	66.92	86.85	91.94	79.06	65.85	85.74
Gm4131	0.76	1.19	0.99	0.15	0.65	1.28
Spata24	4.05	10.17	6.46	5.28	13.86	13.15
Tcof1	4.12	4.07	3.87	6.23	5	4.51
Rrm1	6.13	4.98	5.56	6.91	5.66	4.82
Rnf128	65.83	58.5	66.78	52.07	64.22	51.17
Wee2	0	0	0	0.03	0.03	0
Vwa1	15.51	18.43	12.74	8.57	15.37	21.83
Vmn1r183	0	0	0.11	0	0	0
Gucy1a1	2.73	7.68	3.08	5.97	5.71	5.21
Vac14	12.54	11.42	15.25	15.56	14.17	13.07
Slc25a28	32.33	50.68	40.34	52.83	31.69	44.53
Stxbp2	51.74	52.61	57.36	74.12	61.33	52.82
Dicer1	6.05	6.38	5.74	5.17	6.06	5.56
Sympk	26.55	20.35	25.58	22.46	20.31	21.26
Grasp	2.71	4.75	2.95	6.75	3.38	4.29
Cdk8	21	20.6	19.68	20.2	22.26	24.01
Nppb	0	0	0	0.11	0.14	0.37
1810030O07Rik	10.77	11.75	10.39	11.62	11.66	10.05
Wdpcp	5.36	5.64	5.6	3.63	4.46	4.34
Pnliprp1	0.52	0.24	0.39	0	0.47	0.42
Abcf2	26.84	23.41	27.67	25.49	25.25	27.57
Ubp1	22.42	20.92	19.69	30.37	27.22	20.97
Ceacam2	43.22	10.27	26.45	1	9.39	25.64
Ugt1a7c	172.18	186.43	247.98	34.44	146.39	216
Ccdc163	4.31	10.03	5.07	7.68	5.9	4.54
Gpatch11	4.11	4.31	3.79	3.5	3.94	4.18
Parp12	5.83	8.37	6.37	9.35	10.36	7.29
Cgas	0.21	0.33	0.18	0.52	0.57	0.23
Rnf165	0.04	0.02	0.05	0.09	0.03	0.02
1700003E16Rik	0.81	1.62	1.57	1.23	1.01	1.17
Tedc2	1.22	1.86	1.85	2	2.04	1.66
Anks1b	0.16	0.03	0.14	0.05	0.02	0.03
Vps33a	17.49	17.74	16.75	12.05	14.8	14.29
Ptch2	0.38	0.5	0.28	1.33	0.59	0.92
Samd4	1.01	0.88	0.69	2.28	2	1.13
Zfp772	2.92	2.92	2.4	2.93	2.37	2.56
Avl9	7.93	6.52	6.13	5.35	6.61	6.04
Samd1	13.2	15.3	12.54	16.98	15.31	15
Itgb3	0.53	1.14	0.34	4.59	2.24	0.57
Gm42052	0.56	0	0	0.52	0.64	0
Mlph	2.81	6.69	4.39	6.18	7.84	3.42
Atp2b2	0.79	0.67	0.46	0.38	0.14	0.35
Stag3	0.03	0.04	0	0.06	0.23	0.03
Brd2	59.19	58.15	52.63	65.65	59.4	56.6
Dzank1	0.84	1.1	0.91	0.37	0.56	0.6
1110032A03Rik	35.67	38.39	37.84	20.46	28.98	40.89
Efnb3	0.12	0.2	0.08	0.18	0.13	0.05
Idnk	11.73	15.66	15.79	19.92	21.07	15.42
LOC102640673	3.19	3.25	2.8	2.4	3.61	2.5
Samd3	0	0.08	0	0.09	0	0
Ptgr2	56.28	51.47	58.36	26.94	40.05	49.83
Tbc1d2b	2.96	3.85	3.47	10.2	4.64	3.56
Arhgap4	1.17	1.59	1.57	9.89	2.5	1.53
Dynlt1c	80.21	117.47	112.25	167.66	146.23	104.56
Gprc5b	5.86	4.28	6.08	6.15	2.47	4.09
Ppm1k	5.21	5.84	7.86	2.31	2.83	5.12
Fnip2	12.03	11.86	12.27	10.97	13.92	12.98
Csnk1d	30.74	27.25	26.66	36.76	39.25	31.84
Ppp1ccb	5.18	8.76	2.84	29.39	0.07	0
Il17c	0.15	0	0.16	0	0	0.31
Nccrp1	92.72	38.69	145.52	55.8	6.64	18.73
Tnnc2	0	0	0	0.25	0	0
Cdk9	23.94	27.25	24.48	48.4	31.87	25.32
Kirrel	1.72	2.16	1.35	4.95	2.13	1.77
Macrod1	25.2	28.73	28.35	24.96	24.82	29.83
Ppp1r12a	8.16	7.73	6.37	11.73	8.98	6.8
Sh2d1a	0.11	0	0	0.19	0.19	0
Hcfc2	5.04	3.66	4.46	3.67	3.33	3.82
Cuedc1	6.59	10.82	7.22	10.68	7.52	6.98
Ptpre	0.72	0.8	0.78	4.61	1.46	0.86
Fam208b	2.75	2.53	2.13	1.79	2.52	2.09
Osbpl6	13.52	14.04	16.42	5.19	14.47	16.52
Gpr35	0.15	0.27	0.22	5.32	1.07	0.34
Txnl4a	72.52	63.99	65.9	87.98	75.32	64.05
C9orf72	2.89	3.64	3.49	11.25	4.62	3.3
Micu2	35.69	38.84	38.5	38.51	36.08	33.74
Rabepk	8.03	6.79	10.06	7.46	8.66	8.27
Trdmt1	4.45	6.02	6.65	4.33	4.91	5.23
Slc22a6	167.04	145.74	244.1	49.02	189.98	234.4
Cfap161	0	0	0	0.06	0.06	0.07
Cdk4	46.66	72.45	62.64	96.52	94.46	65.17
Dpyd	27.54	23.48	24.77	4.97	13.05	23.56
Rcor1	7.75	6.61	6.82	5.99	5.65	6.24
Zgpat	13.12	11.01	11.12	9.36	10.39	9.81
Spata2	8.78	7.23	7.8	8.16	9.66	7.69
Gm39701	15.13	12.98	5.14	52.17	59.53	17.94
Lctl	1.45	0.97	0.9	0.54	1.15	1.33
Tnip2	3.25	4.8	4.45	12.75	8.17	5.18
Ythdf2	9.04	7.74	8.46	7.72	9.42	7.2
Spata13	5.59	6.47	6.04	15.92	6.92	5.07
St3gal4	5.75	7.71	4.49	13.91	6.7	4.84
Fam131b	0	0.02	0	0.04	0	0.02
Parvg	0.34	0.5	0.55	6.16	2.39	0.94
Prkrip1	6.63	7.14	6.94	7.61	6.96	6.1
Ggt7	0.31	0.27	0.33	0.68	0.42	0.52
Icam5	0	0	0.06	0.05	0	0.08
Trappc5	19.41	21.22	18.87	17.93	17.57	18.4
Actrt3	0	0.15	0	0	0	0.09
Hyal1	3.25	3.77	3.5	5.51	4.41	4.82
Tmem198	0.41	0.43	0.28	0.51	0.4	0.3
Cpa2	0	0	0.08	0.21	0.07	0
Scn4b	13.02	20.16	12.92	7.72	7.09	7.69
Tnrc18	6.39	7.09	7.07	7.56	6.66	5.96
Kcnd1	0.06	0.19	0.2	0.56	0.67	0.25
Ccl6	2.51	8.83	3.02	237.75	45.05	6.13
Erich1	4.44	5.57	5	5.21	4.07	4.83
4930432K21Rik	0.28	0.41	0.27	0.33	0.03	0.21
Sema6c	0.47	0.71	0.59	0.97	0.52	0.42
Srxn1	45.12	54.18	42.64	64.45	55.77	45.86
Il17d	0.36	0.16	0.23	0.38	0.64	0.5
Zfp275	1.29	1.65	1.51	1.3	1.79	1.54
Foxn1	0	0	0.03	0.26	0.14	0
Mrpl41	18.55	20.82	21.92	16.79	19.12	22.08
1700034J05Rik	0	0	0.04	0	0.02	0
Tyms	9.82	11.9	12.08	13.13	8.55	10.1
Slc31a1	66.47	57.07	66.46	48.26	51.09	61.15
Gm13213	0	0.19	0.09	0.42	0.44	0.25
Cd47	13.45	17.65	14.72	62.92	30.99	15.47
Ccdc61	4.93	5.36	4.95	5.56	5.82	4.91
Scgb1b30	0	0	0	0	0.08	0
Vps37b	10.62	13.63	11.69	33.02	14.26	10.86
Zfp952	4.03	3.68	3.2	2.33	2.52	2.81
Rnf32	0.64	0.88	1.08	0.38	0.53	0.65
Nacad	0.63	1.06	0.99	1.04	0.56	0.96
Ube2g1	19.84	17.69	18.73	15.01	20.22	18.54
Rnf126	25.42	24.78	29.29	38.05	30.75	26.32
Slc24a3	0.42	0.36	0.17	0.57	0.73	0.42
Triqk	2.22	3	2.46	2.59	3	2.89
Gclm	104.36	67.15	124.74	73.7	89.97	108.1
Pign	3.01	3.04	2.89	3.82	3.79	2.57
Aldh5a1	13.24	12.7	14.91	5.78	10.48	14.06
Sptbn4	0.07	0.15	0.11	0.09	0.06	0.18
Tmem72	27.13	28.67	26.75	10.74	8.08	14.92
Phlda3	6.41	6.48	5.04	36.87	12.53	9.47
Add3	41.07	30.58	33.17	17.26	18.2	27.54
Mpv17l	230.7	92.87	146.26	24.82	94.36	184.46
Txnl1	37.04	30.57	35.01	37.15	35.25	34.53
Tada3	14.35	15.24	15.63	12.46	14.67	14.17
Ogg1	4.82	7.14	7.51	6.8	7.81	6.8
Mrgprb1	0	0	0	0.02	0	0
Cdkn2aip	3.99	3.78	3.46	3.45	3.45	4.15
Hyal2	25.19	33.51	31.5	23.27	29.72	32.09
Klk1b24	2.24	2.31	1.46	1.6	1.52	0.85
Araf	32.07	38.8	38.36	35.47	40.83	37.45
Ascl2	0.16	0.07	0.02	0.38	0.02	0.04
Zgrf1	0.25	0.2	0.28	0.43	0.34	0.25
Ppp1r21	21.24	23.19	25.39	23.74	23.66	25.41
Pde4dip	29.67	23.53	23.47	9.79	15.45	20.31
Gm12223	0	0	0	0.03	0	0
Ap3m2	1.78	2.24	2.83	2.89	2.94	1.55
Mcfd2	90.06	76.14	104.54	67.32	109.53	100.96
Chml	1.07	0.94	0.66	1.31	1.36	0.72
Ptprq	0	0	0.01	0	0.01	0.02
Zfhx2	1.85	1.53	2.21	1.43	2	1.72
Slc17a2	3.01	0.54	1.37	0.05	0.12	1.45
Bard1	0.04	0.17	0.12	0.32	0.18	0.14
Tmem79	2.31	4.21	3.47	4.13	7.57	3.83
Fcrls	0	0.72	0.04	13.22	5.42	0.37
Bicd1	1.34	1.41	1.02	0.98	0.92	1.02
Stradb	24.14	17.07	27.49	10.42	20.61	20.42
Inpp5f	14.87	13.13	18.69	14.61	20.06	16.99
Ptpn6	11.83	12.57	12.41	54.05	17.44	13.43
Pptc7	18.25	16.96	13.82	10.17	9.71	11.78
Polr2m	101.75	103.41	113.13	77.91	63.04	97.05
Itgb8	4.88	2.45	3.67	0.77	1.95	2.1
H2-DMb2	1.87	3.07	2.23	25.55	90.97	4.05
Ramp1	0.32	0.66	0.16	2.47	2.15	0.41
Bicra	2.74	2.71	2.57	3.47	2.88	3.18
Socs2	3.84	13.37	7.1	26.89	47	14.86
Thap11	14.13	18.19	15.19	15.54	16.56	14.86
Caln1	0	0.04	0.04	0	0.03	0
Msto1	9.88	14.41	12.32	14.13	17.41	12.34
Slc12a8	0.21	0.11	0.08	0.17	0.34	0.1
Reep6	42.59	86.91	59.64	74.11	86.41	103.5
Alg11	5.29	5.15	5.24	4.02	4.53	4.61
Tcfl5	0.04	0	0	0.1	0	0
Gm13249	0	0.25	0	0	0	0
Fam98a	18.35	15.19	19.13	13.73	17.73	14.34
Agl	10.63	10.24	11.5	6.39	7.47	9.35
Khdc3	0	0	0.09	0	0.08	0
1700019D03Rik	0.93	0.66	1.18	0.49	0.33	0.57
Otud7a	0	0	0	0.02	0	0
Slc7a2	0.68	1.2	0.86	8.83	1.89	0.9
Asphd1	0.03	0.04	0	0	0.03	0.03
Cngb1	0.07	0.33	0.13	0.12	0.08	0.02
Trpc4	0.08	0.09	0.12	0.25	0.18	0.02
Lypla1	129.36	78.34	134.22	44.92	73.82	112.47
Cd96	0	0.15	0.09	0.35	0.5	0.09
Slc50a1	17.44	30.81	31.55	37.25	38.85	26.09
Brdt	0.31	0.46	0.52	0.4	0.31	0.26
Zfp408	2.3	2.54	2.18	3.49	3.29	2.54
Hdac6	28.09	28.79	33.06	22.53	36.12	34.59
St6galnac5	0.29	0.33	0.26	0.44	0.04	0.08
Alg2	14.7	12.59	13.56	8.4	12.18	11.3
Grin3a	0.33	0.15	0.21	0.07	0.02	0.06
Zmat5	24.57	32.93	33.17	40.8	25.62	29.92
Dchs1	0.67	0.72	0.97	1.14	0.43	0.96
Mapt	40.38	24.81	37.05	14.76	21.29	24.74
Rnf207	0	0	0	0.04	0.19	0.12
Mkrn2os	3.81	6.11	5.31	3.61	8.55	7.61
Rnf26	9.96	11.32	11.69	12.6	10.8	10.55
Banp	8.83	4.91	4.43	7.1	6.02	6.62
Ppan	8.22	7.23	7.02	12.07	10.17	10.36
108167549	0.2	0.18	0.04	0.34	0.32	0.3
Napepld	1.7	1.8	2.59	2.14	2.17	1.81
Snx25	12.79	11.12	13.94	5.05	9.34	10.71
Sobp	0.06	0.26	0.15	0.38	0.36	0.3
Dync1i2	59.91	60.77	53.55	74.49	79.8	53.4
Psg22	0.09	0.05	0.14	0.13	0	0
Lipe	11.03	13.2	9.05	10.05	9.77	13
Slc38a7	8.31	12.76	9.46	12.37	11.24	9.24
Me1	93.08	72.66	94.22	43.39	95.02	97.92
Cited1	2.37	0.99	0.65	0.33	0.44	1.02
Etfb	535.1	653.58	541.52	437.02	487.35	665.41
Mtmr9	9.19	10.12	8.97	8.59	10.62	9.02
Slc5a2	316.31	281.91	245.7	45.63	25.77	214.5
Defb25	0	0	0	0.46	0	0
Hypk	95.3	113.45	107.46	113.29	122.42	109.16
Nek5	0.37	0.41	0.36	0.71	0.79	0.73
Lsm14a	23.6	23.49	22.67	29.74	22.6	22.46
Secisbp2	10.17	9.66	11.34	7.91	9.65	10.61
Chst5	0	0	0	0.04	0.04	0
Clca4a	0.05	0.03	0	0.05	0.1	0.05
Gm4924	0.53	0.78	1	0.82	1.14	0.83
Rtn4	35.12	41.71	35.27	60.13	68.15	40.68
Slc4a1ap	7.88	8.06	7.58	7.54	7.65	7.24
Cdc42bpa	11.45	10.81	11.45	8.79	8.92	8.64
Eepd1	0.64	1.78	1.13	4.45	1.76	1.09
Ddx10	4.77	4.95	4.5	5.86	5.5	4.95
Cd300a	0.3	0.88	0.23	10.49	3.98	0.88
Gm46567	0.07	0.08	0	0.13	0.07	0
Hddc2	11.55	18.43	13.93	25.88	19.34	15.11
Dele1	32.35	35.24	34.22	19.46	18.68	31.72
Cd247	0.26	0.29	0.51	1.53	2	0.7
Rnaseh2b	12.69	15.29	18.03	15.72	25.78	14.88
Slc39a11	11.37	7.58	11.23	8.75	12.51	13.46
Dyrk2	11.15	11.33	11.58	7.24	9.85	10.56
Gm10778	1.13	1.2	1.06	0.7	0.84	0.68
Igsf23	0	0	0	0.2	0.12	0.09
Ptpn3	9.74	10.01	11.16	6.53	8.51	8.47
Nlk	6.67	6.67	4.55	5.06	5.96	4.97
Psmd2	57.68	51.43	57.52	63.16	64.65	57.13
Phb	166.4	140.67	176.05	128.31	119.94	159.46
Fgf10	0.09	0.32	0.13	0.48	0.36	0.17
Nudt12	18.65	17.64	17.54	4.77	11.88	16.6
Ism1	0.2	0.19	0.17	0.44	0.15	0.35
Patj	18.07	17.16	18.91	13.56	19.18	17.25
Cfl1	344.95	396.94	396.03	1036.22	597.97	420.48
Tmem98	8.9	12.68	9.26	25.84	17.96	14.66
Wnt10a	0.59	0.87	0.98	5.63	3.06	1.1
Fam83f	0.83	0.56	0.97	1.16	1.15	0.7
BC030499	0.1	0.22	0.13	0.06	0.04	0.11
Cep68	6.59	6.83	6.95	3.22	4.38	4.7
Psma2	108.3	122.14	138.66	139.78	144.93	127.66
Blm	0.17	0.34	0.38	1.11	0.45	0.27
Mvp	19.69	24.96	22.82	62.15	58.13	29.16
Mrpl40	40.3	45.66	50.89	46.36	52.08	46.88
Kmt5a	52.83	43.35	50.19	40.47	33.09	32.65
Dio2	0.07	0.07	0.03	0.28	0.13	0.18
LOC100862433	7.36	9.12	4.71	5.16	5.41	3.96
Plaur	4.41	4.47	5.31	54.78	17.7	7.89
Rhob	55.22	45.55	31.77	114.14	74.98	50.22
Unc93a	0.09	0	0	0.08	0.03	0
Myo1b	3.77	4.32	3.17	6.42	3.51	3.51
Ldah	15.08	11.96	14.5	8.81	11.85	10.23
Cdk1	0.51	0.75	0.36	3.09	2.85	0.56
Ablim3	2.28	3.11	2.18	2.59	6.44	1.89
Trappc11	13.25	12.22	13.36	8.91	11.63	12.54
Phf12	11.24	11.44	11.93	14.43	10.75	11.62
Cat	527.65	417.09	608.53	134.77	288.95	518.03
Aurkaip1	79.27	97.25	84.8	83.79	67.58	94.49
Zfp606	3.12	3.29	3.28	1.72	2.46	2.79
Gnaq	12.16	12.09	11.52	14.34	14.2	10.37
1700028P14Rik	3.99	11.17	7.94	0.95	2.2	8.67
Irf6	9.78	10.24	10.33	12.97	16.63	8.94
Calb1	530.88	440	336.66	320.56	151.07	180.85
Uqcr10	840.67	895.92	814.77	707.87	745.21	935.06
Lclat1	18.02	15.14	19.3	9.3	15.58	21.05
Ganab	62.85	54.7	62.48	41.55	40.66	55.34
Cables2	6.01	5.19	6.3	8.07	5.28	5.76
Fh1	155.26	149.95	155.75	72.62	138.77	167.66
Mien1	106.77	103.24	145.4	98.65	120.87	122.69
Dazap2	170.44	204.24	193.09	229.8	258.33	210.06
Adck1	14.17	13.91	13.3	9.34	10.32	12.2
Otulinl	0.89	1.62	1.16	7.1	4.59	1.95
1700023F06Rik	0	0	0.21	0.27	0.13	0
Dkk1	0.11	0.25	0.15	0.03	0.03	0.07
Lmf1	28.94	31.64	30.89	23.53	22.88	27.47
1110059G10Rik	3.5	3.83	3.87	4.1	4.87	3.66
Lrrc49	1.78	2.45	1.76	3.23	2.66	1.82
Cep295nl	0	0	0	0.42	0.12	0.05
Psg23	0.23	0.48	0.36	0.54	0.61	0.38
A930018P22Rik	0.12	0	0	0	0	0
Cox6b1	1376.11	1626.01	1511.28	1286.75	1025.68	1536.42
Egr1	3.98	4.51	4.01	27.17	11.92	6.53
Gm10130	0.63	0.56	0.64	0.6	0.59	0.59
Bok	6.65	11.31	11.03	35.49	17.25	12.38
Cdk5rap3	19.46	25.3	25.88	22.48	25.28	23.61
Herc2	4.8	3.95	4.11	3.26	3.86	3.82
Ros1	0.04	0.08	0.03	0.18	0.11	0.02
Casc4	13.46	12.52	16.62	8.06	18.7	16.13
Mkx	0.18	0.35	0.19	0.27	0.18	0.15
Noc3l	3.29	3.72	3.49	2.47	3.7	3.15
Fam196b	0.07	0.05	0.08	0.01	0.01	0
Psd4	0.25	0.4	0.43	10.96	1.97	0.56
Syne4	18.97	27.86	28.78	13.71	43.96	37.31
Uap1l1	49.41	80.64	48.84	76.61	88.05	54.25
Rims3	0.02	0.1	0.09	0.48	0.26	0.19
Lrrc18	0.07	0	0.03	0.17	0.35	0.14
Fam3c	7.92	10.29	7.3	14.6	10	6.82
C4a	0.17	0.26	0.31	0.34	0.28	0.49
Slc6a17	5.5	5.4	6.81	3.88	2	5.13
Mterf2	3.57	7.02	6.35	3.21	3.62	4.67
Rcbtb1	10.69	12.57	10.39	7.69	12.79	10.41
Gm4984	0	0	0	0	0.09	0.1
Smyd5	6.04	7.02	7.27	9.13	6.39	8.28
Acsl4	13.9	18.2	11.1	25.14	38.92	14.42
Adamts1	10.67	7.54	5.89	28.59	34.45	13.42
Txndc15	45.38	43.6	43.87	36.26	41.02	37.73
Aimp2	17.3	19.82	18.32	21.27	20.47	21.01
Actr3	65.22	67.72	66.57	134.3	89.29	64.22
Mpdu1	33.64	50.97	40.41	48.03	65.67	52.1
Tnik	0.04	0.07	0.09	0.17	0.27	0.11
Aplf	1.8	1.8	1.55	1.92	3.02	2.09
Med9	9.13	10.81	10.32	10.42	10.74	10.1
Espn	19.52	14.76	19.99	13.4	19.6	19.73
4930550C14Rik	2.76	5.52	2.31	3.02	2.93	3.75
Tmem45a2	0	0.3	0.22	0.09	0.14	0.05
Lmtk3	0.18	0.58	0.69	0.88	0.64	0.72
2700049A03Rik	0.94	1.33	1.42	1.09	1.21	1.07
Pcp4	1.92	2.36	2.52	2.81	2.27	2.54
Klk1b27	3.77	1.91	1.43	2.68	0.28	1.14
Cpsf1	11.95	11.44	12.46	10.53	10.8	13.25
Vps39	9.98	12.8	10.67	13.39	11.89	8.4
Plin3	26.45	36.08	33.15	38.58	47.24	29.85
Cryaa	0.08	0	0	3.19	0.13	0.16
Fhl1	72.94	59.27	79.54	32.46	88.87	83.55
Col9a3	0.09	0.11	0.15	0.2	0.06	0.03
Rasl11a	12.31	10.29	6.32	25.53	7.17	9.59
Gtf2ird2	3.18	3.31	2.99	4.17	2.69	3.02
Zfp719	1.58	1.8	1.68	2.22	1.3	1.14
Tcp10a	0.04	0	0	0.04	0	0
Cfap54	0.19	0.14	0.11	0.11	0.09	0.08
Slc41a3	3.07	4.05	2.56	5.61	2.92	2.63
Btnl9	0.76	0.61	1.36	0.24	0.09	0.63
Dcps	19.61	23.37	20.98	20.86	19.11	18.21
Nup205	5.27	4.45	5.98	6.41	5.21	5.38
Ndufb9	750.99	952.15	887.27	645.25	532.98	868.19
Lrrc19	67.72	78.9	77.21	14.02	46.77	73.67
Gm21698	0.04	0	0	0	0	0
Aspg	6.18	7.5	14.03	4.17	4.26	12.19
Tmem59	323.52	335.6	321.3	251.6	267.25	290.38
Lypd6b	2.42	3.5	2.84	5.31	7.33	2.94
Xpo1	16.95	11.64	10.86	17.6	13.1	11.15
Ebp	52.95	51.32	64.09	28.94	40.72	61.45
Col5a1	0.6	1.01	0.65	6.89	2.27	0.85
Adcyap1r1	0.16	0.19	0.34	0.98	0.4	0.46
Heatr9	0	0	0.05	0.04	0	0
Naa50	19.24	16.56	16.22	21.05	19.65	17.95
Hrg	0.34	0.39	0.46	0.04	0.04	0.29
Agap1	9.27	8.18	9.37	8.25	9.24	7.76
Trp53inp2	77.63	64.28	67.54	55.54	65.26	58.24
Snrpa	35.92	33.24	34.76	31.55	35.35	28.27
Nepn	13.03	8.66	6.58	0.37	0.72	6.62
Map4k2	7.72	8.87	8.31	10.24	7.46	9.19
Rnf17	0.06	0.03	0.05	0.14	0.02	0.04
Wipf2	4.76	4.72	4.81	5.03	4.74	4.02
Fam13a	37.59	25.21	30.73	8.06	10.32	25.79
AY761184	0	0.25	0	0	0	0
Btk	0.19	0.3	0.24	4.85	1.29	0.42
Tlr3	2.81	5.23	4.09	4.03	4.03	3.76
Rasal2	2.52	1.65	1.77	1.82	1.5	2.2
Slc22a4	19.89	17.7	30.57	12.18	14.58	25.08
Ralgds	8.23	5.9	5.91	19.95	9.62	7.36
Cks2	34.6	28.23	47.78	35.68	39.64	36.01
Meig1	0	0	0.36	0.15	0	0.17
Cphx1	0	0.53	0.16	0.18	0	0.05
ccdc198	144.01	185.45	147.7	124.73	156.76	149.91
Ebf1	1.16	1.57	1.36	2.42	1.28	1.21
Rxfp2	0.02	0.03	0.03	0.02	0	0
Polr1b	6.18	5.82	6.14	4.73	6.53	6.65
Kcnh3	0.07	0.05	0.1	0.34	0.18	0.12
Tbc1d10a	20.08	20.27	21.48	18.55	20.08	21.31
Proser3	2.06	2.47	2.63	1.91	2.11	1.94
Riox2	9.2	10.32	11.15	8.5	11.47	8.22
Dek	29.78	35.52	29.72	41.33	33.9	30.18
Morc4	3.95	2.48	2.16	1.74	1.44	2.58
Stk32a	2.15	1.75	1.67	1.37	1.3	1.77
Cap2	0.32	0.13	0.18	0.21	0.12	0.17
S1pr4	0.17	0.47	0.18	2.14	0.37	0.34
Ablim2	0.87	2.04	0.86	1.14	1.79	1.17
Aadat	693.03	208.5	396.94	35.4	107.81	410.8
Smarcb1	26.31	23.42	30.38	37.03	31.81	26.02
Prss48	0.06	0.14	0.03	0.29	0.24	0.05
Ppil3	4.2	9.19	7.8	8.2	9.94	8.05
Pla2g2e	0	0	0	0.62	0.2	0
Igsf8	6.43	10.53	10.28	18.76	13.93	7.85
Ddo	21.78	24.49	27.7	13.84	16.66	16.2
Zfp316	1.7	2.82	2.45	1.68	1.99	1.83
Palmd	1.13	1.57	0.97	1.68	0.58	1.16
Lmo7	32.43	19.01	26.89	9.92	13.69	20.55
Ubash3a	0.05	0.13	0.04	0.44	0.05	0.05
Trpm5	0	0.03	0	0.05	0.12	0
Fezf1	0	0.02	0.04	0.06	0.06	0.04
Prnd	0.18	0.1	0.13	0.53	0.23	0
Rhbdd3	7.91	11.37	8.32	10.6	12	10.08
Cidec	0.2	0.21	0.29	0.58	0.99	0.55
Iqce	3.73	7.08	7.23	5.98	7.25	5.31
Gm36210	1.3	1.32	2	0.33	1.04	1.45
Foxc1	4	3.11	4.39	5.82	2.42	4.15
Dpp6	0.12	0.06	0.11	0.02	0.03	0.1
Mn1	0.24	0.24	0.28	0.2	0.13	0.24
