gene	RK10.3	RK11.3	RK12.2	RK12.3	RK7.1	RK7.2	RK8.1	RK8.2	RK2.1	RK2.2	RK3.1	RK3.2	RK4.1	RK4.2	RK6.1	RK6.2
ENSRNOG00000018994	96.05	88.39	86.13	88.52	107.79	97.89	100.78	108.91	91.36	107.95	92.47	104.59	91.63	101.75	107.27	122.49
ENSRNOG00000018996	7.97	3.57	6.31	6.9	7.16	7.15	7.01	9.13	5.6	6.79	6.9	8.73	6.62	8.04	7.08	6.82
ENSRNOG00000018997	3.44	4.12	4.26	5.32	4.17	3.46	3.32	3.31	3.43	3.84	2.77	3.42	3.49	6.2	4.81	4.84
ENSRNOG00000018998	32.42	29.87	27.49	31.31	34.45	35.99	34.5	40.99	31.98	37.93	31.25	34.45	34.65	36.67	40.74	35.08
ENSRNOG00000018999	3.23	3.63	3.9	5.05	6.3	4.81	2.25	4.56	4.27	4.91	2.79	1.94	7.19	4.59	3.32	5.28
ENSRNOG00000019000	7.41	8.04	6.76	8.48	10.88	11.55	10.52	13.44	8.82	8.19	6.2	7.02	12.91	10.45	11.37	10.97
ENSRNOG00000019004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019005	10.98	9.32	13.89	14.82	15.51	13.97	10.67	19.33	12.08	18.05	11.53	10.36	15.42	16.4	16.5	15.1
ENSRNOG00000019007	861.18	823.21	754.82	784.03	1027.72	1012.39	1404.82	1104.15	810.58	860.34	925.87	987.18	966.11	1035.47	962.11	1085.62
ENSRNOG00000019009	1.94	1.16	0.89	1.44	2.94	2.85	4.52	2.94	2.43	1.52	1.58	1.72	2.45	1.83	2.04	2.92
ENSRNOG00000019012	19.25	17.29	18.32	21.96	21.28	14.96	8.79	15.14	17.45	25.68	16.12	15.49	20.29	14.64	20.79	18.34
ENSRNOG00000019014	8.07	5.78	8.93	14.35	21.91	16.57	9.36	17.31	14.29	16.39	5.54	7.21	24	21.05	21.6	21.54
ENSRNOG00000019017	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
ENSRNOG00000019018	61.96	44.7	44.26	46.58	91.99	75.84	108.71	66.59	48.32	55.21	53.58	54.99	73.36	120.64	96.33	82.6
ENSRNOG00000019019	0.96	2.45	3.22	1.94	1.31	1.37	1.24	2.86	1.87	0.6	1.82	0.78	1.35	1.28	0.66	1.93
ENSRNOG00000019020	15.33	15.29	13.19	15.18	13.67	15.35	12.12	15.65	14.71	13.73	13.65	14.53	14.06	14.51	14.21	12.59
ENSRNOG00000019022	0.25	0	0.24	0.83	0.65	0.27	0.86	0.5	0.5	0.84	0.78	0.75	0.54	1.15	0.52	1.71
ENSRNOG00000019023	22.09	19.92	21.76	21.98	31.78	26.92	25.81	25.96	22.72	27.15	19.79	29.58	29.37	32.62	26.9	27.45
ENSRNOG00000019024	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0.11	0	0
ENSRNOG00000019027	17.85	17.99	21.21	22.87	29.62	23.81	20.54	26.05	21.42	24.16	19.42	20.2	28.78	26.78	27.17	25.81
ENSRNOG00000019028	24.43	20.85	17.34	21.09	21.69	21.39	26.39	29.71	22.62	24.66	17.03	21.16	24.57	24.82	25.36	25.66
ENSRNOG00000019031	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019035	0.04	0.03	0.03	0.07	0.07	0.11	0.03	0.04	0.03	0.03	0.03	0	0.04	0.11	0.04	0.03
ENSRNOG00000019036	128.93	146.31	126.61	174.76	106.82	88.8	41.04	85.27	156.16	133.81	94.75	92.74	92.1	94.35	103.68	104.14
ENSRNOG00000019037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019039	5.87	4.2	4.4	4.38	6.54	5.9	6.09	5.86	4.8	6.47	4.19	4.82	4.79	7.01	5.76	6.38
ENSRNOG00000019041	204.5	189.17	176.34	175.41	282.43	342.22	357.34	290.92	190.57	201.59	208.44	231.96	297.23	303.81	319.63	315.83
ENSRNOG00000019043	0.08	0	0	0.13	0.84	0.42	1.08	1.24	0.38	1.01	0.65	0.13	0	0.78	0.69	0.53
ENSRNOG00000019044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019047	28.29	30.49	32.41	29.68	40.28	36.81	34.12	38.33	22.85	31.01	25.79	27.98	33.12	41.68	44	44.42
ENSRNOG00000019048	175.86	152.02	157.46	178.59	185.56	179.31	167.83	154.48	166.58	202.88	132.51	155.97	189.63	186	188.7	186.58
ENSRNOG00000019050	0	0	0	0.21	0	0	0.52	0	0	0	0	0	0	2.38	0	0
ENSRNOG00000019052	12.39	10.58	10.39	13.26	15.55	14.94	14.63	14.71	11.83	14.02	10.97	12.67	15.25	16.44	14.03	13.83
ENSRNOG00000019057	3.38	5.09	4.48	5.5	5.55	4.62	4.73	4.43	5.2	3.6	3.18	3.02	6.66	4.62	6.08	6.93
ENSRNOG00000019058	0	0	0	0	0	0.37	0	0	0	0	0.3	0	0	0.68	1.01	0.24
ENSRNOG00000019059	2.31	3.4	2.91	3.78	4.02	4.03	5.2	1.73	2.83	2.73	2.41	2.27	3.67	3.34	3.13	2.88
ENSRNOG00000019062	11.64	9.1	9.74	16.64	20.52	14.56	10.89	15.16	12.06	21.22	12.45	13.43	14.95	22.3	17.34	14
ENSRNOG00000019063	6.98	7.42	6.26	9.03	11.15	9.72	7.75	9.78	7.33	9.05	7.41	7.82	11.36	12.24	10.8	10.84
ENSRNOG00000019065	1.55	2.82	2.86	2.75	5.28	4.7	2.99	3.74	2.58	3.08	4.09	2.35	3.7	2.95	2.77	3.14
ENSRNOG00000019068	0	0.4	0	0	0	0	0.21	0.22	0	0	0	0	0	0.22	0.22	0
ENSRNOG00000019069	30.18	24.65	24.97	29.06	37.84	37.36	30.5	37.92	32.57	37.57	34.68	39.47	32.79	42.96	37	40.79
ENSRNOG00000019070	205.13	186.6	173.87	211.18	190.12	190.97	148.13	202.54	205.41	220.51	183.02	199.48	195.18	201.38	196.54	212.24
ENSRNOG00000019073	11.26	11.69	9.68	11.98	20.47	19.84	20.42	19.28	14.49	14.11	11.77	11.65	19.37	18.54	19.03	18.14
ENSRNOG00000019074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019075	7.19	6.18	6.14	10.12	14.51	14.21	6.61	13.05	9.33	10.01	6.99	7.88	12.39	12.29	12.07	10.95
ENSRNOG00000019077	53.1	49.77	46.68	50.9	64.88	53.86	57.3	61.52	48.61	59.5	45.46	48.89	62.05	75.43	64.59	61.05
ENSRNOG00000019079	34.45	25.68	29.23	33.62	44.56	47.23	45.28	41.52	40.59	35.35	32.94	39.58	46.03	45.06	46.03	46.41
ENSRNOG00000019080	3.14	3.01	4.28	3.85	13.91	7.84	23.45	11.62	4.31	4.66	7.06	5.39	8.92	11.3	8.33	8.2
ENSRNOG00000019082	0	0	2.31	2.91	1.96	2.45	1.89	3.5	3.18	0	1.31	1.59	0.8	4.07	2.63	1.78
ENSRNOG00000019085	4.45	4.94	4.34	5.16	8.58	7.54	8.35	9.26	6.61	6.2	5.71	6.35	7.54	8.68	7.32	8.34
ENSRNOG00000019086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0
ENSRNOG00000019087	15.75	16.03	12.68	14.06	20.41	12.25	23.69	20.04	14.57	13.63	15.03	14.63	15.71	16.02	21.07	20.69
ENSRNOG00000019090	120.44	114.51	92.83	103.71	148.91	151.85	132.77	159.8	120.42	129.24	111.93	125.25	144.26	151.99	141.41	164.47
ENSRNOG00000019091	30.73	29.54	31.13	30.53	43.49	44.37	48.64	42.1	30.24	39.95	33.49	36.9	45.23	48.17	38.78	42.22
ENSRNOG00000019093	0.41	0.18	0.26	0.37	0.21	0.45	0.34	0.99	0.29	0.14	0.09	0.15	0.44	0.1	0.05	0.21
ENSRNOG00000019096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11
ENSRNOG00000019097	26.88	20.78	22.72	26.81	30.36	33.72	28.72	34.41	27.63	29.87	22.42	25.52	31.94	34.1	28.37	32.68
ENSRNOG00000019098	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0
ENSRNOG00000019099	0.08	0.28	0	0.22	0.32	0.08	0.75	0.92	0	0.07	0.2	0	0.41	0.55	0.32	0.39
ENSRNOG00000019100	0.17	0	0.21	0.47	2.61	3.17	1.36	2.73	0.76	0.34	0.72	0.83	1.75	4.03	1.95	1.14
ENSRNOG00000019103	13.12	14.38	14.04	15.81	16.69	16.82	15.76	16.68	14.41	16.62	11.92	15.72	12.47	20.59	16.62	14.72
ENSRNOG00000019105	17.55	15.49	17.46	21.09	26.89	24.53	15.17	24.91	19.17	25.53	15.55	17.24	23.9	25.89	23.78	25.01
ENSRNOG00000019106	1128.43	1043.34	905.54	871.2	1276.26	1282.41	2052.13	1354.67	1090.49	1083.36	1108.16	1243.38	1253.6	1519.27	1300.05	1546.1
ENSRNOG00000019107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019108	8.97	8.61	7.38	7.49	12.34	11.34	9.98	11.28	9.67	10.67	8.29	8.49	9.55	11.63	10.69	9.91
ENSRNOG00000019109	18.19	15.47	14.77	17.81	19.78	20.35	23.11	20.61	18.47	17.6	19.87	16.63	19.85	19.06	20.29	20.89
ENSRNOG00000019110	0.16	0.14	0	0.07	0	0	0.23	0.16	0	0.22	0	0.08	0	0	0	0.11
ENSRNOG00000019112	0.45	0.61	0	0.42	1.51	1.08	1.31	1.34	0.88	0.74	0.2	0.44	0.96	0.57	1.28	1.04
ENSRNOG00000019113	158.45	146.82	160.06	170.77	245.2	225.71	199.99	223.12	173.89	205.88	150.55	164.28	231.49	250.64	241.7	246.89
ENSRNOG00000019118	606.62	572.35	592.07	609.02	463.68	374.22	299.62	443.82	620.11	620.01	536.61	533.72	414.55	475.9	505.43	479.09
ENSRNOG00000019120	8.25	28.34	31.67	21.94	16.57	20.52	13.44	27.76	28.72	12.99	19.6	12.71	41.97	9.68	36.1	9.67
ENSRNOG00000019122	10.76	10.92	11.01	12.09	17.45	14.09	11.06	14.76	12.34	14.34	10.1	11	12.99	15.39	16.44	15.01
ENSRNOG00000019124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06
ENSRNOG00000019127	0.52	0.62	0.83	1.28	2.16	1.67	0.83	2.42	1.17	0.79	0.97	1.23	2.17	3.16	1.72	1.36
ENSRNOG00000019128	0.62	0.37	0.39	0.58	2.56	1.75	0.9	1.84	0.81	0.58	0.45	0.61	2.63	2.48	1.82	2.12
ENSRNOG00000019129	0.43	0.16	0.14	0.28	0.44	0.34	0.65	0.25	0.14	0.14	0.23	0.37	0.35	0.24	0.59	0.54
ENSRNOG00000019132	8.3	5.8	7.59	7.92	10.45	9.93	12.11	8.19	8.42	8.79	8.07	11.51	8.68	12.97	10.38	9.71
ENSRNOG00000019134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019136	49.62	54.64	59.33	53.43	71.59	72.51	78.42	71.63	56.6	60.79	55.42	59.39	72.08	78.57	69.34	79.84
ENSRNOG00000019138	5.35	3.38	4.39	4.61	14.9	9.73	15.44	16.45	5.55	8.22	8.34	7.28	10.46	14.64	11.98	9.21
ENSRNOG00000019140	10.78	10.34	6.86	8.31	5.08	9.49	11.48	16.43	6.4	10.74	8.51	10.86	6.19	5.97	9.09	9.96
ENSRNOG00000019141	2.98	4.47	4.36	3.16	11.01	8.21	18.86	10.22	4.08	4.17	4.9	5.24	11.72	7.33	15.61	9.54
ENSRNOG00000019142	1.08	0.82	1.2	0.73	2.71	3.33	2.59	2.7	0.83	0.91	1.21	1.9	2.2	3.04	2.08	2.02
ENSRNOG00000019143	28.94	27.68	35.43	34.16	47.96	41.95	39.12	44.21	38.04	38.02	33.23	30.59	46.51	50.25	44.33	43.47
ENSRNOG00000019145	12.04	10.06	9.9	14	22	19.61	17.13	20.5	13.52	16.68	12.73	12.34	21.07	23.69	17.86	19.69
ENSRNOG00000019147	26.5	51.33	36.99	62.26	46.49	35.34	38.39	35.9	39.68	32.57	27.06	31.88	41.47	34.59	37.38	37.34
ENSRNOG00000019150	12.29	7.84	9.63	9.25	15.33	14.52	10.8	17.86	8.93	10.92	8.81	10.17	14.45	14.84	12.22	16.88
ENSRNOG00000019152	48.73	43.79	42.9	46.75	55.73	56.68	49.23	57.13	49.3	54.86	45.22	46.72	63.81	57.94	58.32	54.99
ENSRNOG00000019154	12.37	11.39	10.41	13.82	18.96	18.29	15.19	18.93	14.42	17.45	12.39	12.59	17.41	21.4	19.55	19.2
ENSRNOG00000019158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019159	0.12	0	0.23	0.11	0.06	0.13	0.12	0.06	0	0	0.05	0.12	0	0.37	0.13	0
ENSRNOG00000019161	1.39	1.74	2.48	1.42	1.45	1.77	2.01	2.31	1.03	3.02	1.58	1.93	1.67	1.53	1.11	1.5
ENSRNOG00000019162	4.2	3.07	1.98	2.1	5.09	3.31	6.05	4.15	2.81	2.9	3.48	4.1	5.42	4.02	5.38	4.09
ENSRNOG00000019163	0.11	0.03	0.17	0	0.08	0.12	0.07	0.07	0.09	0.03	0.22	0.07	0.32	0	0.15	0.13
ENSRNOG00000019164	58.93	56.86	55.02	64.01	80.45	76.21	60.16	80.79	59.46	69.84	50.34	56.24	75.5	81.65	77.92	78.53
ENSRNOG00000019165	10.48	8.74	7.62	12.7	15.75	15.33	11.83	16.13	13.38	13.53	8.76	11.04	15.34	15.33	12.36	13.44
ENSRNOG00000019168	2.52	4.41	5.35	4.64	4.75	4.62	4.25	5.53	3.47	4.04	2.86	3.73	3.32	5.79	3.9	4.87
ENSRNOG00000019169	15.57	14.63	14.29	16.35	18.33	16.78	15.12	18.22	15.63	18.71	15.93	14.71	18.38	18.77	20.29	16.92
ENSRNOG00000019170	0	0	0	0	0	0	0	0	0	0.29	0.27	0.6	0	0.3	0.3	0
ENSRNOG00000019174	0.29	0.27	0.24	0.31	2.12	1.65	1.32	1.64	0.95	0.44	0.48	0.75	1.14	1.74	1.29	1.63
ENSRNOG00000019175	5.81	5.88	7.56	8.01	10.26	9.06	8.13	8.82	9.02	8.65	6.16	6.69	8.72	10.03	10.05	10.25
ENSRNOG00000019176	0	0	0	0	1.87	6.23	14.58	2.99	0.73	1.43	0.34	0.74	3.82	3.4	1.49	6.91
ENSRNOG00000019177	0.1	0.27	0.29	0.12	0.39	0.35	0.33	0.4	0.33	0.09	0.15	0.1	0.25	0.71	0	0.17
ENSRNOG00000019178	97.09	92.23	86.6	82.94	113.31	124.92	132.06	117.32	94.75	110.81	107.69	110.14	106.24	123.93	115.09	124.25
ENSRNOG00000019179	30.03	29.58	30.78	38.33	35.35	38.04	23.27	35.46	33.69	49.17	25.82	31.15	37.82	43.61	37.92	35.25
ENSRNOG00000019180	11.92	13.52	16.4	15.87	28.73	23.72	30.63	22.98	16.44	16.74	13.81	14.91	26.01	32.22	21.95	25.77
ENSRNOG00000019181	14.66	13.79	15.92	12.38	21.13	23.1	9.98	19.78	16.05	18.37	14.32	10.87	19.26	16.6	30.26	17.65
ENSRNOG00000019183	0.28	1.09	0.07	0.72	0.52	0.38	0.35	0.49	0.28	0.27	0.25	0.21	0.38	6.34	0.59	0.61
ENSRNOG00000019184	4.71	5.75	5.68	4.61	7.09	5.43	1.81	4.39	8.65	7.07	4.73	5.03	5.55	6	9.86	5.19
ENSRNOG00000019186	14.72	13.21	14.45	15.65	11.38	15.11	19.97	13.81	11.26	14.25	9.85	13.29	14.25	10.9	13.53	11.33
ENSRNOG00000019187	0	0	0.12	0	0	0.28	0	0	0	0.25	0	0	0	0.39	0.4	0.19
ENSRNOG00000019189	8.29	9.1	9.7	10.95	16.58	11.63	6.6	11.73	10.89	12.67	10.07	9.64	12.42	11.96	11.6	16.55
ENSRNOG00000019190	0	0	0	0	0.17	0.54	1.56	0.33	0.08	0.08	0.07	0.25	0.27	0.34	0.44	0.6
ENSRNOG00000019193	0	0.23	0.05	0	0	0	0	0.05	0	0	0	0.05	0	0	0	0
ENSRNOG00000019194	0	0	0	0.26	0.29	0	0.14	0.14	0.27	0.13	0.12	0	0.29	0	0.14	0.1
ENSRNOG00000019195	1.37	0.77	1.67	1.15	2.73	1.56	1.3	1.7	1.77	2.32	2.35	2.15	2.25	1.96	2.44	2.47
ENSRNOG00000019196	4.73	4.25	3.4	4.8	6.04	6.07	4.78	6.76	4.54	5.17	3.85	4.19	6.6	5.52	7.02	6.48
ENSRNOG00000019199	0	0	15.5	15.63	2.84	0	0	10.15	0	10.5	0	9.59	0	0	15.68	12.98
ENSRNOG00000019201	56.65	57.75	52.72	65.51	69.71	69.59	82.53	69.24	55.93	49	58.75	54.52	72.76	75.37	65.53	76.21
ENSRNOG00000019202	1.95	1.97	1.38	0.81	17.16	12.33	21.21	11.19	4.27	3.48	4.49	5.21	10.41	17.16	9.7	10.92
ENSRNOG00000019203	1.54	1.22	1.87	2.31	4.61	4.99	4.86	3.99	1.95	2.98	3.03	2.74	4.46	5.67	5.48	2.73
ENSRNOG00000019205	20.32	18.06	20.72	22.05	26.34	21.89	17.73	24.48	20.78	20.69	18.37	15.7	27.42	25.28	21.12	26.88
ENSRNOG00000019206	17.3	17.45	21.07	31.12	52.48	59.12	152.03	60.11	14.78	28.58	25.49	24.94	74.92	38.66	54.53	64.72
ENSRNOG00000019207	0.09	0.03	0	0.02	0	0.06	0.13	0.09	0.07	0.07	0.02	0.04	0.07	0.06	0.11	0.02
ENSRNOG00000019208	0	0.66	0.87	0.96	0.64	0.13	1.72	1.58	0.48	0.75	1.33	0.36	0.85	0.98	0.77	0.48
ENSRNOG00000019211	16.8	12.83	16.5	13.12	34.13	29.89	55.32	36.27	17.31	20.21	16.96	19.74	38.2	52.05	31.43	25.85
ENSRNOG00000019212	99.23	79.91	80.27	83.1	104.02	97.25	69.03	95.01	91.05	115.78	82.68	87.24	94.37	108.83	108.25	92.1
ENSRNOG00000019215	18.63	24.51	7.94	10.74	15.88	27.42	120.06	43.35	22.88	32.89	44.22	36.21	33.27	49.58	18.97	33.96
ENSRNOG00000019216	0.07	0	0.07	0.13	0.44	0.67	0.14	0.42	0	0.2	0.06	0.14	0.53	1.21	0.07	0.3
ENSRNOG00000019217	1.24	1.4	0.52	0.79	1.61	2.47	2.11	2.39	2.13	0.58	0.95	0.53	1.08	2.34	1.78	1.71
ENSRNOG00000019219	1.98	1.48	1.66	2.11	3.29	3.15	3.18	2.61	2.46	3.46	1.98	2.81	1.81	3.29	2.14	3.33
ENSRNOG00000019220	15.34	18.28	15.44	15.81	16.96	14.38	24.92	18.87	17.04	18.31	16.59	20.2	20.29	19.42	16.07	21.59
ENSRNOG00000019221	11.85	11.43	15.67	17.56	24.97	16.41	24.96	21.43	15.46	8.66	15	8.95	19.22	16.54	26.09	25.01
ENSRNOG00000019222	10.56	12.97	12.83	9.21	21.64	18.13	21.74	20.33	15.16	16.38	12.34	13.74	24.03	27.52	18.94	20.97
ENSRNOG00000019223	730.01	630.63	673.52	713.29	685.45	680.88	431.96	618.05	669.67	688.59	577.86	623.04	669.1	623.14	739.69	708.54
ENSRNOG00000019228	15.21	15.68	16.61	19.14	25.55	23.1	25.1	26.2	22.61	25.72	19.07	22.08	24.39	22.15	25.53	22.15
ENSRNOG00000019229	35.62	37.52	37.3	38.55	56.4	53.13	73.88	62.43	43.84	40.16	43.83	46.35	61.07	68.62	73.93	73.57
ENSRNOG00000019232	48.11	50.77	45.52	50.3	41.91	41.37	39.84	41.04	46.26	51.01	40.56	43.84	42.12	56.56	46.65	48.57
ENSRNOG00000019235	10.44	9.3	10.62	11.81	21.22	21.57	18.51	17.09	12.97	17.82	11.74	12.27	19.04	24.82	16.88	16.08
ENSRNOG00000019236	24.67	30.5	24.18	29.2	35.91	31.68	45.03	33.42	30.09	28.29	32.2	31.3	28.45	33.81	34.93	36.65
ENSRNOG00000019240	11.43	10.89	13.21	13.55	20.1	16.55	14.83	19.57	16.09	15.77	12.91	11.94	17.2	20.4	19.37	18.96
ENSRNOG00000019243	18.93	14.63	20.5	18.23	22.4	24.52	16.13	20.43	17.67	22.32	14.84	14.76	21.5	25.57	22.6	20.29
ENSRNOG00000019244	28.77	16.05	22.98	18.29	45.22	47.44	58.72	47.09	24.88	23.69	24.91	20.15	41.65	33.91	43.68	37.06
ENSRNOG00000019245	20.52	16.82	14.92	15.37	17.97	19.62	17.29	15.31	15.63	16.21	16.22	15.81	15.91	16.35	19.67	25.48
ENSRNOG00000019246	44.76	40.35	40.61	43.8	79.37	92.14	112.76	86.61	49.29	48.7	53.68	62.4	90.81	94.49	90.34	94.38
ENSRNOG00000019247	44.64	43.55	43.94	45.67	59.02	41.21	49.03	43.53	49.84	43.51	46.7	51.69	49.73	53.15	48.55	49.64
ENSRNOG00000019249	0.12	0.82	0.12	0.57	0.13	0.17	0.6	1.15	0.53	0.81	0.72	0.93	0.49	1	0.22	0.38
ENSRNOG00000019252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019253	68.92	58.26	57.87	64.08	74.2	70.81	77.52	84.72	64.37	74.02	59.6	65.26	77.76	76.51	82.9	80.2
ENSRNOG00000019254	10.72	9.69	10.61	12.55	16.65	14.98	12.1	13.96	10.16	12.43	11.82	11.14	13.75	13.74	12.75	10.2
ENSRNOG00000019257	0.75	0.47	0.86	1.21	1.46	0.86	0.63	0.62	1.39	1.3	0.9	1.18	1.03	1.13	1.28	0.9
ENSRNOG00000019260	0.55	0.74	0.35	0.85	0.09	0	0.53	0.09	0.27	0.26	0.16	0	0.19	0.18	0	0.06
ENSRNOG00000019262	17.32	17.18	20.19	19.94	19.8	18.94	16.91	21.37	19.37	23.99	17.42	18.82	17.98	22.33	21.28	20.89
ENSRNOG00000019264	41.51	33.64	35.86	37.04	65.28	65.17	82.59	62.76	42.27	41.63	43.75	51.42	60.66	69.46	63.08	65.39
ENSRNOG00000019265	2.78	2.71	2.78	2.79	4.08	2.57	3.66	3.19	2.04	3.37	2.93	3.15	3.4	4.22	4.93	4.71
ENSRNOG00000019266	103.28	96.61	89.08	97.23	107.96	116.37	101.46	115.04	86.2	98.4	103.12	101.78	95.66	108.91	91.45	125.8
ENSRNOG00000019267	2.68	2.63	4.17	4.07	4.98	4.06	6.86	5.67	3.07	4.01	4.11	4.18	3.57	6.75	5.8	5.1
ENSRNOG00000019268	8.12	8.31	8.12	8.44	13.09	15.01	14.55	13.5	9.63	10.25	8.76	10.32	10.18	13.99	12.57	11.68
ENSRNOG00000019270	2.44	1.42	1.31	1.46	5.82	6.39	5.99	5.12	3.07	3.6	3.77	4.2	4.31	5.93	6.23	5.64
ENSRNOG00000019271	0.2	0.68	0.64	0.59	1.21	1.09	1.32	1.46	0.39	0.56	0.52	0.82	1.63	1.16	1.29	1.08
ENSRNOG00000019272	18.93	19.02	20	20.77	24.17	24.59	21.23	22.81	17.31	23.67	17.54	24.14	19.66	24.18	22.23	21.4
ENSRNOG00000019273	8.98	8.82	7.83	11.51	15.01	13.07	10.1	11.36	10.24	13.08	9.2	10.28	13.02	16.35	13.41	13.28
ENSRNOG00000019276	62.58	60.49	63.85	65.74	60.74	56.71	51.71	59.73	62.23	60.69	57.22	57.98	58.35	55.03	70.03	55.16
ENSRNOG00000019277	165.01	164.58	149.03	159.66	187.27	183.84	176.86	183.94	152.12	167.34	144.03	158.4	185.4	168.35	173.06	189.5
ENSRNOG00000019278	0	0.11	0	0	0	0	0	0	0.15	0.11	0.05	0	0.06	0	0	0
ENSRNOG00000019280	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019281	174.48	142.83	144.29	150.53	150.06	143.66	131.14	154.42	159.24	187.45	167.23	165.2	139.59	165.57	154.28	147.58
ENSRNOG00000019282	57.87	52.74	44.84	52.84	63.38	59.02	55.15	65.59	52.03	64.53	49.36	48.03	58.93	61.64	65.35	64.19
ENSRNOG00000019283	1.58	1.77	0.89	1.56	4.34	4.06	6.79	3.61	2.37	1.66	1.95	2.56	5.55	5.61	4.84	7.82
ENSRNOG00000019288	1.17	2.12	2.08	2.4	3.33	2.49	1.22	3.03	2.99	4.05	1.09	1.54	3.01	2.67	3.34	3.51
ENSRNOG00000019290	26.44	28.25	25.23	29.19	29.75	28.61	31.53	27.54	28.07	28.88	20.12	28.78	28.3	32.38	21.78	28.96
ENSRNOG00000019293	8.32	7.04	2.61	1.36	15.4	1.85	8.63	6.54	6.7	7.02	6.05	7.12	9.71	0	13.75	6.44
ENSRNOG00000019294	57.72	56.74	49.25	53.45	44.25	40.69	46.78	55.88	50.36	54.88	45.38	55.56	43.88	59.34	52.41	56.32
ENSRNOG00000019295	4.8	5.09	6.59	9.34	18.82	11.73	18.4	17.45	13.28	8.32	8.52	5.28	18.39	15.06	20.24	12.83
ENSRNOG00000019296	0.33	0.3	0.42	0	0.79	0	0.32	0.87	0.32	0.21	0.48	0.32	0.46	0.88	1.13	0.54
ENSRNOG00000019298	8.31	7.18	10.63	11.13	20.29	16.04	10.55	20.14	11.4	13.33	7.37	9.37	18.07	21	17.84	14.94
ENSRNOG00000019299	14.49	17.62	16.92	17.25	21.56	20.52	25	25.02	17.56	21.21	15.5	19.22	22.69	23	19.75	20.96
ENSRNOG00000019301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019302	33.42	29.65	35.39	34.63	43.44	41.56	39.72	46.29	25.75	33.49	33.3	35.4	36.1	47.13	42.86	45.35
ENSRNOG00000019305	8.49	7.78	11.47	12.01	13.51	10.86	9.18	7.34	13.44	11.49	7.53	8.15	14.02	14.32	13.24	11.78
ENSRNOG00000019306	0.04	0.19	0	0	1.28	0.89	2.22	1.72	0.74	0.59	0.62	0.37	0.95	2.38	2.35	2.11
ENSRNOG00000019308	7.32	8.88	7.72	5.42	18.19	16.34	22.17	16.97	11.2	9.6	11.65	14.05	14.93	18.4	19.23	18.19
ENSRNOG00000019310	10.53	7.32	8.79	5.4	13.02	7.91	9.35	10.49	10.9	11.16	6.95	10.35	9.92	13.62	13.62	11.31
ENSRNOG00000019311	10.81	9.65	8.71	10.26	27.21	25	29.69	24.12	13.04	13.95	15.92	13.77	20.82	27.98	24.19	25.32
ENSRNOG00000019316	6.21	4.67	5.05	4.75	10.59	9.01	15.35	10.45	6.56	6.56	6.02	6.87	10.65	10.23	8.7	11.53
ENSRNOG00000019317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019318	1.77	1.23	1.29	0.78	2.3	1.94	4.19	3.16	1.1	0.88	1.96	1.52	1.55	1.87	2.21	2.69
ENSRNOG00000019319	8.75	8.1	7.75	9.58	10.92	9.6	7.69	12.66	8.65	9.64	7.25	7.52	10.3	11.53	11.81	9.73
ENSRNOG00000019321	0	0	0	0	0	0.2	0	0	0	0.36	0	0	0	0	0	0.53
ENSRNOG00000019322	3.48	2.31	2.44	2.61	5.31	5.9	4.8	6.24	3.95	4.34	3.39	3.26	3.91	6.31	4.87	4.89
ENSRNOG00000019325	34.09	31.39	32.96	35.33	33.86	33.06	26.95	28.22	34.64	41.86	35.52	32.05	31.36	33.85	34.95	34.87
ENSRNOG00000019326	48.46	45.74	48.9	51.38	59.52	52.4	71.79	56.07	50.38	53.85	48.17	57.62	62.02	67.29	62.63	65.33
ENSRNOG00000019328	151.48	111.62	146.31	119.07	91.48	93.9	57.9	85.91	134.84	166.31	122	145.06	96.37	95.61	109.67	91.82
