Symbol	Predisone_2_29_norm
2610008E11Rik	10.0958988
2610015P09Rik	9.378989782
2610018G03Rik	7.8827562
2610020H08Rik	7.951144562
2610027K06Rik	6.652750594
2610028H24Rik	6.195543641
2610034B18Rik	10.13467457
2610034M16Rik	6.59830281
2610044O15Rik8	8.378989782
2610203C20Rik	8.24953853
2610203C22Rik	6.59830281
2610301B20Rik	9.73706688
2610306M01Rik	7.897863092
2610318N02Rik	7.207718355
2610507B11Rik	14.55562813
2610507I01Rik	7.82860043
2610528J11Rik	10.92944944
2700029M09Rik	9.360024503
2700046A07Rik	6.267096902
2700046G09Rik	6.971112074
2700049A03Rik	8.941962754
2700054A10Rik	6.668734078
2700060E02Rik	11.85302863
2700062C07Rik	8.692278958
2700081O15Rik	9.556074575
2700089E24Rik	12.16971514
2700094K13Rik	8.018258758
2700097O09Rik	8.177033585
2700099C18Rik	7.158390642
2810001G20Rik	7.452451944
2810002D19Rik	7.643817469
2810004N23Rik	10.50025266
2810006K23Rik	8.909090347
2810008D09Rik	8.945895788
2810013P06Rik	9.591350049
2810021J22Rik	8.462647711
2810025M15Rik	9.694443542
2810029C07Rik	7.956756781
2810032G03Rik	6.195543641
2810047C21Rik1	6.788634022
2810403A07Rik	11.82415909
2810408A11Rik	8.284444145
2810408M09Rik	8.630313205
2810410L24Rik	7.812746478
2810417H13Rik	5.77233221
2810428I15Rik	10.19554364
2810474O19Rik	10.78592355
2900005J15Rik	8.20164384
2900009J06Rik	6.956756781
2900026A02Rik	10.96215677
2900076A07Rik	7.183265311
2900092D14Rik	9.739165346
2900097C17Rik	13.46312387
3000002C10Rik	9.517471735
3010026O09Rik	8.113800491
3110001I22Rik	7.027146109
3110002H16Rik	9.632572712
3110021N24Rik	7.158390642
3110035E14Rik	5.836462547
3110040N11Rik	8.621239621
3110043O21Rik	9.094260305
3110052M02Rik	7.82860043
3110056K07Rik	8.897863092
3110057O12Rik	9.560828105
3110062M04Rik	6.849971323
3110079O15Rik	6.77233221
3110082I17Rik	7.442183608
3110099E03Rik	7.859795051
3632451O06Rik	9.219791187
3830406C13Rik	8.180098367
4430402I18Rik	7.522353957
4632415L05Rik	10.73286077
4632428N05Rik	9.673743921
4632434I11Rik	5.482825593
4732456N10Rik	7.357294711
4732471J01Rik	6.634828686
4732491K20Rik	7.357294711
4831440E17Rik	7.625783547
4833411C07Rik	5.120255513
4833418N02Rik	8.183265311
4833420G17Rik	10.58491303
4833423E24Rik	6.788634022
4833439L19Rik	15.39193748
4921504A21Rik	6.301540553
4921504E06Rik	7.482825593
4921511M17Rik	7.956756781
4921524J17Rik	9.317989793
4921531C22Rik	6.8827562
4930402H24Rik	12.18596014
4930404N11Rik	7.920230905
4930412O13Rik	8.272902523
4930413G21Rik	7.50272515
4930414L22Rik	7.145790605
4930415O20Rik	6.170881586
4930426D05Rik	8.061093441
4930427A07Rik	7.170881586
4930429D17Rik	5.836462547
4930430F08Rik	8.759983817
4930431F12Rik	6.462647711
4930432K21Rik	6.524721189
4930433N12Rik	7.335268404
4930440I19Rik	7.59830281
4930442L01Rik	7.054367578
4930447C04Rik	8.788634022
4930451G09Rik	7.410317485
4930452B06Rik	7.8827562
4930453N24Rik	9.696604884
4930461G14Rik	6.722291527
4930470H14Rik	9.255415097
4930473A02Rik	6.616681339
4930474G06Rik	6.897863092
4930503E14Rik	6.145790605
4930503E24Rik	9.507657446
4930503L19Rik	7.027146109
4930506C21Rik	6.739165346
4930506M07Rik	9.906425574
4930509E16Rik	6.670452596
4930511M06Rik	8.761976892
4930519F09Rik	8.981785576
4930523C07Rik	8.621239621
4930524O08Rik	6.579687132
4930533B01Rik	6.755844087
4930539C22Rik	6.687940023
4930539E08Rik	7.522353957
4930545L23Rik	6.267096902
4930550C14Rik	7.788634022
4930555B11Rik	6.999401118
4930556G01Rik	7.231763829
4930556M19Rik	8.31852514
4930557J02Rik	6.927610435
4930562C15Rik	7.730753106
4930563D23Rik	6.852059402
4930564B18Rik	6.739165346
4930565N06Rik	6.670452596
4930578E11Rik	6.400363432
4930579G24Rik	6.219791187
4930581F22Rik	7.812746478
4930593A02Rik	7.780506141
4930594C11Rik	7.442183608
4930596I21Rik	9.462647711
4931403G20Rik	5.836462547
4931406C07Rik	15.26397025
4931406P16Rik	10.96125817
4931408D14Rik	8.60947942
4931414P19Rik	8.189417538
4931428F04Rik	6.793987107
4931430N09Rik	9.759983817
4931431C16Rik	7.378989782
4932414N04Rik	6.867489443
4932416H05Rik	7.421425048
4932438A13Rik	12.15956627
4933404O12Rik	8.796716369
4933406J08Rik	6.755844087
4933407K13Rik	8.164649633
4933409G03Rik	7.094260305
4933409K07Rik	6.442183608
4933411K20Rik	10.56792916
4933412E12Rik	8.539664525
4933415F23Rik	6.219791187
4933417G07Rik	6.942257211
4933421O10Rik	8.890329419
4933426M11Rik	13.21282391
4933427D14Rik	9.392385375
4933431E20Rik	10.31290059
4933434E20Rik	10.55233428
4933439C10Rik	7.859795051
5031414D18Rik	8.074451824
5031425E22Rik	9.842331145
5031439G07Rik	11.42273125
5330417C22Rik	8.61210861
5330426P16Rik	7.120255513
5430416N02Rik	6.560828105
5430416O09Rik	6.788634022
5430417L22Rik	9.954952284
5430419D17Rik	7.133079554
5430421F17Rik	5.120255513
5430427O19Rik	6.170881586
5430435G22Rik	6.522353957
5530601H04Rik	8.120255513
5730455P16Rik	10.73811649
5730480H06Rik	6.722291527
5730507C01Rik	7.255415097
5730508B09Rik	8.346323593
5730559C18Rik	9.457558834
5830415F09Rik	7.905357629
5830417I10Rik	9.395049633
5830418K08Rik	9.7987299
5830454E08Rik	9.123472226
5830473C10Rik	7.107316458
5930403L14Rik	11.2554151
5930412G12Rik	6.378989782
5930438M14Rik	6.219791187
6030419C18Rik	5.739165346
6030458C11Rik	10.01334031
6330408A02Rik	8.177086736
6330410L21Rik	7.195543641
6330416G13Rik	9.877050081
6330549D23Rik	7.844282052
6430548M08Rik	9.484953636
6430550D23Rik	6.927610435
6430571L13Rik	6.722291527
6430573F11Rik	7.82860043
6530402F18Rik	7.145790605
6720468P15Rik	9.142623326
6820431F20Rik	13.18826599
8030462N17Rik	9.397708979
8430408G22Rik	5.739165346
8430419L09Rik	10.85883036
8430429K09Rik	7.2171479
9030025P20Rik	8.739165346
9030617O03Rik	11.91606327
9030619P08Rik	8.666047417
9030624G23Rik	6.243637929
9030624J02Rik	11.73180732
9130008F23Rik	6.804753688
9130011E15Rik	9.958559024
9130019O22Rik	7.290180515
9130023H24Rik	8.426642757
9130024F11Rik	6.867489443
9130221H12Rik	8.145790605
9130401M01Rik	8.679222805
9230102O04Rik	6.400363432
9230105E05Rik	5.897863092
9230110C19Rik	8.743353143
9230114K14Rik	7.625783547
9330020H09Rik	6.912813433
9330133O14Rik	8.261267823
9330151L19Rik	8.447326911
9430008C03Rik	8.90321941
9430015G10Rik	8.907223988
9430016H08Rik	9.8617225
9430020K01Rik	10.34218782
9430038I01Rik	7.094260305
9430041J12Rik	6.560828105
9430083A17Rik	6.094260305
9430091E24Rik	7.393860174
9530026F06Rik	6.616681339
9530053A07Rik	7.462647711
9530068E07Rik	13.49513974
9530077C05Rik	7.312900591
9530082P21Rik	10.41749934
9630033F20Rik	8.796716369
9830147E19Rik	7.999401118
9930012K11Rik	6.739165346
9930014A18Rik	7.999401118
9930021J03Rik	10.89598336
9930104L06Rik	8.237713095
9930111J21Rik1	7.50272515
A130010J15Rik	8.621206212
A130077B15Rik	11.37427178
A1cf	11.58144259
A230046K03Rik	11.17243538
A230050P20Rik	8.792680855
A2m	9.579687132
A330021E22Rik	9.992380691
A330023F24Rik	9.842331145
A330032B11Rik	7.278684876
A330033J07Rik	7.158390642
A330035P11Rik	8.074451824
A330040F15Rik	7.346323593
A430005L14Rik	9.81717782
A430033K04Rik	8.784575806
A430035B10Rik	7.267096902
A430078G23Rik	7.852059402
A430089I19Rik	7.133079554
A430105I19Rik	9.275796597
A430107P09Rik	7.094260305
A4galt	10.04334049
A4gnt	8.999401118
A530016L24Rik	6.170881586
A530032D15Rik	5.867489443
A530054K11Rik	9.061093441
A630001G21Rik	5.705218014
A630007B06Rik	9.600612971
A630020A06	6.912813433
A630023A22Rik	6.219791187
A630066F11Rik	6.335268404
A630072M18Rik	8.243637929
A630076J17Rik	6.040821046
A630089N07Rik	10.34632359
A730006G06Rik	6.357294711
A730008H23Rik	5.897863092
A730017L22Rik	9.985325933
A730098P11Rik	12.07320472
A830010M20Rik	7.338037496
A830018L16Rik	7.548451893
A830080D01Rik	8.852059402
A930001A20Rik	5.522353957
A930001C03Rik	6.149113262
A930004D18Rik	7.255415097
A930007I19Rik	7.219791187
A930015D03Rik	7.875143015
AA388235	7.301585278
AA414768	6.170881586
AA415398	8.477807518
AA465934	9.050992851
AA467197	5.013340309
AA536875	6.219791187
AA986860	9.790658858
AA987161	9.304422437
Aaas	9.284444145
Aacs	11.17088159
Aadac	12.73811649
Aadat	16.10116011
Aaed1	10.67155179
Aagab	11.18788194
Aak1	12.53778701
Aamdc	9.601585499
Aamp	12.99043127
Aar2	10.2879806
Aars	12.24990652
Aars2	9.661628745
Aarsd1	10.42273125
Aasdh	9.013340309
Aasdhppt	10.4460428
Aass	14.72771794
Aatf	10.06778809
Aatk	7.342526426
AB124611	7.529106294
Abat	14.61707352
Abca1	11.06277002
Abca12	8.713780028
Abca13	13.83768714
Abca14	7.905357629
Abca15	7.992380691
Abca16	7.230531051
Abca17	7.541719282
Abca2	12.26126782
Abca3	15.34850494
Abca4	10.02714611
Abca5	10.82564105
Abca6	7.820695231
Abca7	10.70629105
Abca8a	10.06444465
Abca8b	8.661628745
Abca9	9.616681339
Abcb10	10.92576909
Abcb11	8.804753688
Abcb1a	9.997649212
Abcb1b	11.12025551
Abcb4	7.207718355
Abcb5	7.897863092
Abcb6	10.92669006
Abcb7	11.59714634
Abcb8	11.48282559
Abcb9	9.097535437
Abcc1	10.99062023
Abcc10	10.14412091
Abcc12	9.643817469
Abcc2	12.94929864
Abcc3	12.64968607
Abcc4	12.16288963
Abcc5	9.995128244
Abcc6	11.03314485
Abcc8	7.812746478
Abcc9	8.720129238
Abcd1	9.888439838
Abcd2	7.949525212
Abcd3	13.83609497
Abcd4	10.80775618
Abce1	11.86844836
Abcf1	12.0526812
Abcf2	11.2211612
Abcf3	11.24363793
Abcg1	9.164649633
Abcg2	13.83327373
Abcg3	6.820695231
Abcg4	6.804753688
Abhd1	9.64998293
Abhd10	8.141728177
Abhd11	10.4453557
Abhd11os	5.897863092
Abhd12	11.42207829
Abhd13	10.6252073
Abhd14a	10.75187136
Abhd14b	13.59859178
Abhd15	6.77233221
Abhd16a	12.08809932
Abhd17a	11.17553795
Abhd17b	10.59945835
Abhd17c	12.59830281
Abhd2	11.01853298
Abhd3	11.51502442
Abhd4	11.74752797
Abhd5	10.78050614
Abhd6	10.54412177
Abhd8	9.978236508
Abi1	11.3707781
Abi2	8.54930296
Abi3	8.693728146
Abi3bp	8.981563656
Abl1	11.84022451
Abl2	7.739140963
Ablim1	12.73846213
Ablim2	7.992025409
Ablim3	9.544467184
Abr	11.36191684
Abra	6.094260305
Abracl	10.22129321
Abt1	9.848175968
Abtb1	10.04252133
Abtb2	9.759983817
Acaa1a	12.44636394
Acaa1b	13.34529076
Acaa2	13.61167917
Acaca	10.85496513
Acacb	11.32692106
Acad10	12.09630813
Acad11	13.51042447
Acad12	10.28156738
Acad8	11.90815807
Acad9	12.32692106
Acadl	13.69525442
Acadm	15.24663734
Acads	12.52570093
Acadsb	13.06590836
Acadvl	13.86772923
Acan	7.231763829
Acap1	7.368183027
Acap2	11.31501237
Acap3	10.07445182
Acat1	14.62712977
Acat2	11.43184166
Acat3	9.711644283
Acbd3	10.9340367
Acbd4	12.27615795
Acbd5	12.38584312
Acbd6	9.65408754
Accs	8.43401315
Acd	10.23325345
Ace	12.49612063
Ace2	11.23213402
Ace3	6.705218014
Acer2	9.704269038
Acer3	10.2539482
Ache	7.416178861
Acin1	11.74977506
Ackr2	7.073209932
Ackr3	11.40132987
Acly	12.85617168
Acmsd	13.87990596
Acn9	7.512572936
Acnat1	12.86772923
Acnat2	12.68794002
Aco1	14.04782186
Aco2	15.32692106
Acot1	11.01680416
Acot10	9.605222224
Acot11	10.89221653
Acot12	11.41487626
Acot13	11.89080143
Acot2	10.02714611
Acot3	11.19707111
Acot4	11.63200817
Acot6	8.189417538
Acot7	10.96916815
Acot8	9.965745564
Acot9	10.85302863
Acox1	15.35301893
Acox2	12.34356736
Acox3	12.60866953
Acoxl	7.231763829
Acp1	11.02671149
Acp2	11.3001646
Acp5	11.22836059
Acp6	11.62578355
Acpp	8.860434242
Acrbp	7.795792734
Acsbg1	7.067788093
Acsbg2	6.77233221
Acsf2	10.78254241
Acsf3	11.2554151
Acsl1	13.734308
Acsl3	10.49827192
Acsl4	12.10690806
Acsl5	12.3910514
Acsl6	8.686033157
Acsm1	12.06737059
Acsm2	16.08119443
Acsm3	5.917494322
Acsm4	6.634828686
Acsm5	11.93449463
Acss1	14.52220164
Acss2	12.81697471
Acss3	9.906320422
Acta2	9.886547779
Actb	14.35541498
Actc1	7.747528819
Actg1	15.43471737
Actg2	7.852059402
Actl6a	10.74857085
Actn1	11.44025013
Actn2	7.183265311
Actn3	7.158390642
Actn4	14.30530791
Actr10	11.14262333
Actr1a	12.03357238
Actr1b	12.34563512
Actr2	13.22073014
Actr3	12.94430066
Actr5	8.855932412
Actr6	9.167768975
Actr8	10.67374768
Acvr1	9.49931902
Acvr1b	11.10161892
Acvr1c	4.640218606
Acvr2a	10.71697773
Acvr2b	7.532069112
Acvrl1	10.12485566
Acy1	13.46984615
Acy3	14.80256043
Acyp1	8.920230905
Acyp2	9.683587998
Ada	7.832488642
Adal	9.649849512
Adam10	12.2732646
Adam11	8.275561904
Adam12	8.094260305
Adam15	11.34434495
Adam17	11.20393281
Adam18	7.094260305
Adam19	9.084382495
Adam1a	7.971112074
Adam22	8.222906911
Adam23	7.862677233
Adam28	8.841283606
Adam3	7.312900591
Adam33	8.822511338
Adam7	7.522353957
Adam8	11.00675151
Adam9	12.40827938
Adamdec1	7.013340309
Adamts1	11.4670858
Adamts10	9.716517492
Adamts12	7.267096902
Adamts13	9.192480589
Adamts14	6.942257211
Adamts15	9.519914911
Adamts16	7.875143015
Adamts18	6.50272515
Adamts2	7.292403467
Adamts20	7.269859522
Adamts3	8.761976892
Adamts4	8.556074575
Adamts5	9.442183608
Adamts6	8.934952411
Adamts7	8.067788093
Adamts8	6.170881586
Adamts9	9.814737776
Adamtsl1	8.183265311
Adamtsl2	9.995895175
Adamtsl3	7.77233221
Adamtsl4	7.956756781
Adamtsl5	6.818891606
Adap1	9.632572712
Adap2	9.836462547
Adar	11.12265663
Adarb1	9.434400394
Adarb2	8.867489443
Adat1	8.219791187
Adat2	7.59830281
Adc	8.792680855
Adck1	9.940997421
Adck2	10.02370702
Adck3	12.41421242
Adck4	10.66273468
Adck5	9.694704542
Adcy1	9.541719282
Adcy10	8.255415097
Adcy2	8.705218014
Adcy3	9.05605902
Adcy4	8.683587998
Adcy5	8.776424965
Adcy6	13.19554364
Adcy7	9.638758215
Adcy9	10.12411242
Adcyap1r1	6.374961247
Add1	12.83210267
Add2	6.324084498
Add3	12.6646287
Adgb	7.796716369
Adh1	12.30264987
Adh5	13.00176802
Adh7	7.60752134
Adhfe1	13.06387478
Adi1	12.72573503
Adig	5.013340309
Adipoq	4.120255513
Adipor1	12.73522822
Adipor2	12.34632359
Adk	12.99361971
Adm	8.905357629
Adm2	8.61210861
Adnp	12.40598798
Adnp2	9.410932674
Ado	10.18941754
Adora1	8.078451969
Adora2a	6.971112074
Adora2b	7.255415097
Adora3	6.634828686
Adpgk	9.77028147
Adprh	9.751692444
Adprhl1	8.255415097
Adprhl2	9.842331145
Adprm	9.33249132
Adra1a	9.393520326
Adra1b	5.629995496
Adra2a	7.040821046
Adra2b	12.97868062
Adrb1	6.985325933
Adrb2	7.852059402
Adrb3	1.897863092
Adrbk1	11.79469923
Adrbk2	10.0942603
Adrm1	11.77999663
Adsl	10.84330693
Adss	12.05014793
Adssl1	9.338040154
Adtrp	11.57381821
Aebp1	11.52265774
Aebp2	11.38110607
Aen	9.694417599
Aes	12.73432678
AF251705	7.949525212
Afap1	10.49405285
Afap1l1	10.34080659
Afap1l2	10.21073917
Aff1	12.4481224
Aff2	6.722291527
Aff3	8.747528819
Aff4	12.93151551
Afg3l1	11.63311949
Afg3l2	12.58144259
Afm	11.80224683
Afmid	12.36682647
Aftph	12.56491107
Aga	9.565441944
Agap1	11.8529856
Agap2	7.368183027
Agap3	10.13211855
Agbl2	8.410932674
Agbl3	8.616056701
Agbl4	6.400363432
Agbl5	10.00590339
Ager	6.3127291
Agfg1	10.92392539
Agfg2	9.514285891
Aggf1	11.34011548
Agk	10.00986812
Agl	11.64940715
Agmat	10.63370114
Agmo	9.301585278
Ago1	11.56615717
Ago2	10.99940112
Ago3	8.59830281
Ago4	8.625783547
Agpat1	11.92050222
Agpat2	9.985325933
Agpat3	13.96820769
Agpat4	7.905357629
Agpat5	9.826628187
Agpat6	12.29411108
Agpat9	11.48031874
Agps	12.49963388
Agrn	13.22877997
Agt	12.21225751
Agtpbp1	10.05389977
Agtr1a	10.8827562
Agtrap	12.63904915
Agxt	6.634828686
Agxt2	11.9193058
Ahctf1	11.8384214
Ahcy	14.21819357
Ahcyl1	13.62479079
Ahcyl2	13.62459187
Ahdc1	10.86364738
Ahi1	9.259453573
Ahnak	9.152389059
Ahr	9.240678553
Ahsa1	11.64437741
Ahsa2	9.039143569
AI197445	10.21225751
AI314180	12.40036343
AI314278	12.85423925
AI317395	13.22597699
AI413582	8.584363619
AI414108	6.442183608
AI427809	6.492775371
AI429214	8.152104379
AI450353	6.687940023
AI462493	9.659414324
AI464131	11.42403626
AI467606	8.307254028
AI504432	7.145790605
AI506816	9.387042054
AI507597	7.522353957
AI597479	9.974678689
AI607873	7.963952282
AI661453	10.75376976
AI747448	8.836462547
AI846148	8.192116312
AI848285	6.378989782
AI854703	11.04676331
AI987944	10.07606615
Aida	10.57382012
Aif1	8.189417538
Aif1l	13.46629429
Aifm1	12.8899636
Aifm2	9.581985377
Aifm3	9.299866964
Aig1	9.830569979
Aim1	10.71378003
Aim1l	8.145790605
Aim2	7.081084916
Aimp1	10.31149102
Aimp2	9.417908044
Aip	10.79418482
Airn	6.195543641
Ajuba	10.70091788
AK010878	8.621239621
Ak1	10.07981165
AK129341	10.37224505
Ak2	12.12144821
Ak3	13.53373234
Ak4	15.14424469
Ak5	7.133079554
Ak6	9.840377597
Ak7	8.532069112
Akap1	11.57455885
Akap10	10.81075243
Akap11	12.03698805
Akap12	10.5608281
Akap13	12.12387381
Akap17b	8.661628745
Akap2	13.11352546
Akap5	6.421425048
Akap7	10.2182876
Akap8	11.96664137
Akap8l	11.04167144
Akap9	11.94589579
Akip1	9.360024503
Akirin1	10.35866025
Akirin2	10.67265015
Akna	9.73706688
Akr1a1	16.41161125
Akr1b10	10.564383
Akr1b3	10.40565773
Akr1b7	6.335268404
Akr1b8	7.231763829
Akr1c12	8.679222805
Akr1c13	9.312900591
Akr1c14	10.64157552
Akr1c18	7.541719282
Akr1c19	12.03357238
Akr1c20	8.301585278
Akr1c21	14.39920271
Akr1cl	5.120255513
Akr1d1	10.21527571
Akr1e1	8.905357629
Akr7a5	13.36631744
Akt1	11.8382318
Akt1s1	10.75025269
Akt2	11.9922787
Akt3	9.895983359
Aktip	12.45181231
Alad	13.6466025
Alas1	12.85532236
Alas2	7.784432695
Alb	8.431841664
Alcam	10.85979505
Aldh16a1	11.53085829
Aldh18a1	8.044183679
Aldh1a1	10.86268526
Aldh1a2	9.942257211
Aldh1a3	6.170881586
Aldh1a7	8.410932674
Aldh1b1	8.666047417
Aldh1l1	15.01252726
Aldh1l2	8.927610435
Aldh2	15.31830584
Aldh3a2	12.7713072
Aldh3b1	9.895983359
Aldh3b2	6.482825593
Aldh4a1	14.5932364
Aldh5a1	11.64605594
Aldh6a1	15.7189727
Aldh7a1	14.10078548
Aldh8a1	13.99227073
Aldh9a1	14.16776897
Aldoa	15.22550453
Aldoart1	11.93174489
Aldoart2	11.28156738
Aldob	18.24013457
Aldoc	9.855932412
Alg1	10.39238538
Alg10b	10.90067811
Alg11	9.695002449
Alg12	9.243961963
Alg13	8.357729276
Alg14	8.844282052
Alg2	10.89880204
Alg3	8.999401118
Alg5	10.69768434
Alg6	9.145790605
Alg8	8.718042054
Alg9	9.509907906
Alk	8.324127847
Alkbh1	8.696604884
Alkbh2	7.267096902
Alkbh3	10.24659125
Alkbh4	8.040821046
Alkbh5	13.8617225
Alkbh6	9.804753688
Alkbh7	8.811104233
Alkbh8	8.442183608
Allc	7.290180515
Alms1	9.126681782
Alms1-ps2	7.400363432
Alox12	8.329708879
Alox12e	6.59830281
Alox15	6.195543641
Alox5	6.462647711
Alox5ap	8.431841664
Alox8	6.942257211
Alpk1	8.452451944
Alpk3	5.705218014
Alpl	14.38802791
Alppl2	7.679222805
Als2	11.09384347
Als2cl	10.86364203
Als2cr11	7.897863092
Als2cr12	7.389716188
Alx3	7.820695231
Alyref	9.782542408
Alyref2	7.472771928
Amacr	12.25980687
Ambn	6.971112074
Ambp	6.985325933
Ambra1	11.4759178
Amd1	10.8117498
Amd2	10.80675604
Amdhd2	11.35729471
Amer1	9.081084916
Amer3	5.705218014
Amfr	13.51823567
Amhr2	7.357294711
Amica1	7.170881586
Amigo3	7.389716188
Ammecr1	7.133079554
Ammecr1l	12.11303753
Amn	12.33561516
Amn1	8.231763829
Amot	10.40195581
Amotl1	10.5608281
Amotl2	12.48313864
Ampd1	7.764111703
Ampd2	10.65856156
Ampd3	10.67319056
